project,version,released,month,in_corpus_span,changes_in_window,window_months,corpus_median_window
pdns-rec,4.6.6,2023-03-29,2023-03,True,288,3,229
pdns-rec,4.7.5,2023-03-29,2023-03,True,288,3,229
pdns-rec,4.8.4,2023-03-29,2023-03,True,288,3,229
pdns-rec,4.9.0,2023-06-29,2023-06,True,253,3,229
pdns-rec,4.7.6,2023-08-23,2023-08,True,291,3,229
pdns-rec,4.8.5,2023-08-23,2023-08,True,291,3,229
pdns-rec,4.9.1,2023-08-23,2023-08,True,291,3,229
pdns-rec,4.9.2,2023-11-06,2023-11,True,329,3,229
pdns-rec,5.0.0,2023-12-18,2023-12,True,339,3,229
pdns-rec,5.0.1,2024-01-09,2024-01,True,251,3,229
pdns-rec,4.8.6,2024-02-06,2024-02,True,280,3,229
pdns-rec,4.9.3,2024-02-06,2024-02,True,280,3,229
pdns-rec,5.0.2,2024-02-06,2024-02,True,280,3,229
pdns-rec,4.8.7,2024-03-04,2024-03,True,272,3,229
pdns-rec,4.9.4,2024-03-04,2024-03,True,272,3,229
pdns-rec,5.0.3,2024-03-04,2024-03,True,272,3,229
pdns-rec,4.8.8,2024-04-09,2024-04,True,312,3,229
pdns-rec,4.9.5,2024-04-09,2024-04,True,312,3,229
pdns-rec,5.0.4,2024-04-09,2024-04,True,312,3,229
pdns-rec,4.8.9,2024-05-06,2024-05,True,422,3,229
pdns-rec,4.9.6,2024-05-06,2024-05,True,422,3,229
pdns-rec,5.0.5,2024-05-06,2024-05,True,422,3,229
pdns-rec,5.0.6,2024-05-23,2024-05,True,422,3,229
pdns-rec,4.9.7,2024-06-25,2024-06,True,445,3,229
pdns-rec,5.0.7,2024-06-25,2024-06,True,445,3,229
pdns-rec,5.1.0,2024-07-08,2024-07,True,385,3,229
pdns-rec,4.9.8,2024-07-18,2024-07,True,385,3,229
pdns-rec,5.0.8,2024-07-18,2024-07,True,385,3,229
pdns-rec,5.1.1,2024-07-22,2024-07,True,385,3,229
pdns-rec,4.9.9,2024-08-26,2024-08,True,344,3,229
pdns-rec,5.0.9,2024-08-26,2024-08,True,344,3,229
pdns-rec,5.1.2,2024-08-27,2024-08,True,344,3,229
pdns-rec,5.1.3,2024-10-24,2024-10,True,493,3,229
pdns-rec,5.2.0,2025-01-10,2025-01,True,370,3,229
pdns-rec,5.2.1,2025-03-19,2025-03,True,359,3,229
pdns-rec,5.0.10,2025-04-08,2025-04,True,260,3,229
pdns-rec,5.1.4,2025-04-08,2025-04,True,260,3,229
pdns-rec,5.2.2,2025-04-08,2025-04,True,260,3,229
pdns-rec,5.0.12,2025-07-17,2025-07,True,354,3,229
pdns-rec,5.1.6,2025-07-17,2025-07,True,354,3,229
pdns-rec,5.2.4,2025-07-17,2025-07,True,354,3,229
pdns-rec,5.1.7,2025-07-28,2025-07,True,354,3,229
pdns-rec,5.2.5,2025-07-28,2025-07,True,354,3,229
pdns-rec,5.3.0,2025-08-25,2025-08,True,497,3,229
pdns-rec,5.1.8,2025-10-22,2025-10,True,477,3,229
pdns-rec,5.2.6,2025-10-22,2025-10,True,477,3,229
pdns-rec,5.3.1,2025-10-22,2025-10,True,477,3,229
pdns-rec,5.1.9,2025-11-25,2025-11,True,289,3,229
pdns-rec,5.2.7,2025-11-25,2025-11,True,289,3,229
pdns-rec,5.3.3,2025-11-25,2025-11,True,289,3,229
pdns-rec,5.3.4,2026-01-07,2026-01,True,407,3,229
pdns-rec,5.1.10,2026-02-09,2026-02,True,424,3,229
pdns-rec,5.2.8,2026-02-09,2026-02,True,424,3,229
pdns-rec,5.3.5,2026-02-09,2026-02,True,424,3,229
pdns-rec,5.4.0,2026-02-16,2026-02,True,424,3,229
pdns-rec,5.2.9,2026-04-02,2026-04,True,324,3,229
pdns-rec,5.3.6,2026-04-02,2026-04,True,324,3,229
pdns-rec,5.4.1,2026-04-02,2026-04,True,324,3,229
pdns-rec,5.2.10,2026-06-01,2026-06,True,437,3,229
pdns-rec,5.3.7,2026-06-01,2026-06,True,437,3,229
pdns-rec,5.4.2,2026-06-01,2026-06,True,437,3,229
pdns-rec,5.2.11,2026-06-08,2026-06,True,437,3,229
pdns-rec,5.3.8,2026-06-08,2026-06,True,437,3,229
pdns-rec,5.4.3,2026-06-08,2026-06,True,437,3,229
pdns-rec,5.2.12,2026-07-07,2026-07,True,306,3,229
pdns-rec,5.3.9,2026-07-07,2026-07,True,306,3,229
pdns-rec,5.4.4,2026-07-07,2026-07,True,306,3,229
pdns-rec,5.2.13,2026-08-03,2026-08,True,142,3,229
pdns-rec,5.3.10,2026-08-03,2026-08,True,142,3,229
pdns-rec,5.4.5,2026-08-03,2026-08,True,142,3,229
pdns-rec,5.4.6,2026-09-02,2026-09,False,,3,229
unbound,0.7.1,2007-11-19,2007-11,False,,3,229
unbound,0.7.2,2007-12-03,2007-12,False,,3,229
unbound,1.0.0,2008-05-16,2008-05,False,,3,229
unbound,1.0.1,2008-07-16,2008-07,False,,3,229
unbound,1.0.2,2008-08-07,2008-08,False,,3,229
unbound,1.1.0,2008-11-14,2008-11,False,,3,229
unbound,1.1.1,2008-11-20,2008-11,False,,3,229
unbound,1.2.0,2009-01-13,2009-01,False,,3,229
unbound,1.2.1,2009-02-04,2009-02,False,,3,229
unbound,1.3.0,2009-06-03,2009-06,False,,3,229
unbound,1.3.1,2009-07-08,2009-07,False,,3,229
unbound,1.3.2,2009-07-13,2009-07,False,,3,229
unbound,1.3.3,2009-08-03,2009-08,True,44,3,229
unbound,1.3.4,2009-08-04,2009-08,True,44,3,229
unbound,1.4.0,2009-11-23,2009-11,False,,3,229
unbound,1.4.1,2009-12-17,2009-12,True,29,3,229
unbound,1.4.2,2010-03-08,2010-03,True,56,3,229
unbound,1.4.3,2010-03-11,2010-03,True,56,3,229
unbound,1.4.4,2010-04-16,2010-04,True,59,3,229
unbound,1.4.5,2010-06-11,2010-06,True,128,3,229
unbound,1.4.6,2010-07-22,2010-07,True,111,3,229
unbound,1.4.7,2010-11-05,2010-11,True,174,3,229
unbound,1.4.8,2011-01-19,2011-01,False,,3,229
unbound,1.4.9,2011-03-17,2011-03,False,,3,229
unbound,1.4.10,2011-05-25,2011-05,True,163,3,229
unbound,1.4.11,2011-06-23,2011-06,True,86,3,229
unbound,1.4.12,2011-07-04,2011-07,True,34,3,229
unbound,1.4.13,2011-09-12,2011-09,True,110,3,229
unbound,1.4.14,2011-12-19,2011-12,True,175,3,229
unbound,1.4.15,2012-01-18,2012-01,True,183,3,229
unbound,1.4.16,2012-02-02,2012-02,True,86,3,229
unbound,1.4.17,2012-05-18,2012-05,True,55,3,229
unbound,1.4.18,2012-07-30,2012-07,False,,3,229
unbound,1.4.19,2012-12-06,2012-12,True,239,3,229
unbound,1.4.20,2013-03-21,2013-03,True,24,3,229
unbound,1.4.21,2013-09-10,2013-09,True,86,3,229
unbound,1.4.22,2014-03-12,2014-03,True,193,3,229
unbound,1.5.0,2014-11-11,2014-11,True,378,3,229
unbound,1.5.1,2014-12-08,2014-12,True,213,3,229
unbound,1.5.2,2015-02-13,2015-02,True,161,3,229
unbound,1.5.3,2015-03-03,2015-03,True,207,3,229
unbound,1.5.4,2015-06-29,2015-06,True,327,3,229
unbound,1.5.5,2015-10-01,2015-10,True,361,3,229
unbound,1.5.6,2015-10-15,2015-10,True,361,3,229
unbound,1.5.7,2015-12-08,2015-12,True,375,3,229
unbound,1.5.8,2016-02-24,2016-02,True,58,3,229
unbound,1.5.9,2016-06-02,2016-06,True,28,3,229
unbound,1.5.10,2016-09-20,2016-09,True,96,3,229
unbound,1.6.0,2016-12-08,2016-12,True,1077,3,229
unbound,1.6.1,2017-02-14,2017-02,True,144,3,229
unbound,1.6.2,2017-04-13,2017-04,True,238,3,229
unbound,1.6.3,2017-06-13,2017-06,True,199,3,229
unbound,1.6.4,2017-06-22,2017-06,True,199,3,229
unbound,1.6.5,2017-06-27,2017-06,True,199,3,229
unbound,1.6.6,2017-09-13,2017-09,True,211,3,229
unbound,1.6.7,2017-10-10,2017-10,True,21,3,229
unbound,1.6.8,2017-10-10,2017-10,True,21,3,229
unbound,1.7.0,2018-03-12,2018-03,True,73,3,229
unbound,1.7.1,2018-04-26,2018-04,True,180,3,229
unbound,1.7.2,2018-06-04,2018-06,True,198,3,229
unbound,1.7.3,2018-06-18,2018-06,True,198,3,229
unbound,1.8.0,2018-09-04,2018-09,True,186,3,229
unbound,1.8.1,2018-10-01,2018-10,True,468,3,229
unbound,1.8.2,2018-11-29,2018-11,True,612,3,229
unbound,1.8.3,2018-12-04,2018-12,True,804,3,229
unbound,1.9.0,2019-01-29,2019-01,True,574,3,229
unbound,1.9.1,2019-03-05,2019-03,True,162,3,229
unbound,1.9.2,2019-06-14,2019-06,True,837,3,229
unbound,1.9.3,2019-08-22,2019-08,True,146,3,229
unbound,1.9.4,2019-10-03,2019-10,True,125,3,229
unbound,1.9.5,2019-11-19,2019-11,True,482,3,229
unbound,1.9.6,2019-12-06,2019-12,True,538,3,229
unbound,1.10.0,2020-02-20,2020-02,True,113,3,229
unbound,1.10.1,2020-05-19,2020-05,True,361,3,229
unbound,1.11.0,2020-07-20,2020-07,True,86,3,229
unbound,1.12.0,2020-10-01,2020-10,True,240,3,229
unbound,1.13.0,2020-12-03,2020-12,True,316,3,229
unbound,1.13.1,2021-02-02,2021-02,True,343,3,229
unbound,1.13.2,2021-08-05,2021-08,True,258,3,229
unbound,1.14.0,2021-12-01,2021-12,True,370,3,229
unbound,1.15.0,2022-02-03,2022-02,True,278,3,229
unbound,1.16.0,2022-05-27,2022-05,True,363,3,229
unbound,1.16.1,2022-07-04,2022-07,True,174,3,229
unbound,1.16.2,2022-08-01,2022-08,True,180,3,229
unbound,1.16.3,2022-09-21,2022-09,True,236,3,229
unbound,1.17.0,2022-10-11,2022-10,True,404,3,229
unbound,1.17.1,2023-01-06,2023-01,True,256,3,229
unbound,1.18.0,2023-08-25,2023-08,True,291,3,229
unbound,1.19.0,2023-11-02,2023-11,True,329,3,229
unbound,1.19.1,2024-02-13,2024-02,True,280,3,229
unbound,1.19.2,2024-03-07,2024-03,True,272,3,229
unbound,1.19.3,2024-03-11,2024-03,True,272,3,229
unbound,1.20.0,2024-05-01,2024-05,True,422,3,229
unbound,1.21.0,2024-08-09,2024-08,True,344,3,229
unbound,1.21.1,2024-10-03,2024-10,True,493,3,229
unbound,1.22.0,2024-10-16,2024-10,True,493,3,229
unbound,1.23.0,2025-04-11,2025-04,True,260,3,229
unbound,1.23.1,2025-07-16,2025-07,True,354,3,229
unbound,1.24.0,2025-09-17,2025-09,True,447,3,229
unbound,1.24.1,2025-10-22,2025-10,True,477,3,229
unbound,1.24.2,2025-11-26,2025-11,True,289,3,229
unbound,1.25.0,2026-04-23,2026-04,True,324,3,229
unbound,1.25.1,2026-05-20,2026-05,True,405,3,229
unbound,1.25.2,2026-07-22,2026-07,True,306,3,229
unbound,1.26.0,2026-07-24,2026-07,True,306,3,229
