month,source,block,kind,from_alg,to_alg,n_delegations,scale
2015-10,ripe,f.4.2.2.0.a.2.ip6.arpa,unsign,8,,1,single delegation
2015-10,ripe,f.6.2.c.7.6.0.1.0.0.2.ip6.arpa,unsign,8,,1,single delegation
2015-10,ripe,f.7.0.1.0.0.2.ip6.arpa,unsign,5,,1,single delegation
2015-10,ripe,f.b.2.c.7.6.0.1.0.0.2.ip6.arpa,unsign,8,,1,single delegation
2015-11,afrinic,146.in-addr.arpa,sign,,8,1,single delegation
2015-11,apnic,220.in-addr.arpa,sign,,8,1,single delegation
2015-11,arin,0.0.c.b.d.0.0.0.2.6.2.ip6.arpa,sign,,5,1,single delegation
2015-11,arin,1.0.0.6.2.ip6.arpa,sign,,8,1,single delegation
2015-11,arin,146.in-addr.arpa,sign,,8,1,single delegation
2015-11,arin,150.192.in-addr.arpa,sign,,8,1,single delegation
2015-11,arin,64.in-addr.arpa,sign,,5,2,small group
2015-12,afrinic,192.196.in-addr.arpa,sign,,8,1,single delegation
2015-12,afrinic,9.0.0.8.f.3.4.1.0.0.2.ip6.arpa,sign,,8,1,single delegation
2015-12,afrinic,95.80.in-addr.arpa,unsign,8,,1,single delegation
2015-12,apnic,1.202.in-addr.arpa,sign,,8,1,single delegation
2015-12,apnic,10.103.in-addr.arpa,unsign,8,,1,single delegation
2015-12,apnic,192.in-addr.arpa,sign,,8,3,small group
2015-12,apnic,202.in-addr.arpa,sign,,8,64,bulk
2015-12,apnic,203.in-addr.arpa,sign,,8,12,bulk
2015-12,apnic,210.in-addr.arpa,sign,,8,80,bulk
2015-12,apnic,211.in-addr.arpa,sign,,8,36,bulk
2015-12,apnic,218.in-addr.arpa,sign,,8,25,bulk
2015-12,apnic,219.in-addr.arpa,sign,,8,40,bulk
2015-12,apnic,220.in-addr.arpa,sign,,8,29,bulk
2015-12,apnic,221.in-addr.arpa,sign,,8,8,bulk
2015-12,apnic,230.103.in-addr.arpa,sign,,7,1,single delegation
2015-12,apnic,61.in-addr.arpa,sign,,8,40,bulk
2015-12,apnic,9.d.0.1.0.0.2.ip6.arpa,sign,,8,1,single delegation
2015-12,arin,0.d.e.0.1.0.0.2.6.2.ip6.arpa,sign,,13,1,single delegation
2015-12,arin,131.192.in-addr.arpa,sign,,13,1,single delegation
2015-12,arin,167.in-addr.arpa,rollover,"7,8",7,1,single delegation
2015-12,arin,192.in-addr.arpa,sign,,8,3,small group
2015-12,arin,33.199.in-addr.arpa,sign,,8,2,small group
2016-01,apnic,0.0.0.8.e.d.0.1.0.0.2.ip6.arpa,sign,,8,1,single delegation
2016-01,apnic,119.203.in-addr.arpa,rollover,5,8,3,small group
2016-01,apnic,90.202.in-addr.arpa,sign,,8,1,single delegation
2016-01,arin,0.7.3.2.1.0.0.2.6.2.ip6.arpa,sign,,8,1,single delegation
2016-01,arin,128.in-addr.arpa,sign,,7,1,single delegation
2016-01,arin,131.in-addr.arpa,sign,,7,1,single delegation
2016-01,arin,160.192.in-addr.arpa,sign,,8,1,single delegation
2016-01,arin,241.199.in-addr.arpa,sign,,8,8,bulk
2016-01,arin,33.199.in-addr.arpa,unsign,8,,2,small group
2016-01,arin,7.199.in-addr.arpa,rollover,5,8,1,single delegation
2016-02,apnic,1.202.in-addr.arpa,unsign,8,,1,single delegation
2016-02,apnic,202.103.in-addr.arpa,sign,,8,1,single delegation
2016-02,apnic,48.103.in-addr.arpa,sign,,8,1,single delegation
2016-02,apnic,8.d.b.3.0.4.2.ip6.arpa,sign,,8,1,single delegation
2016-02,apnic,9.d.0.1.0.0.2.ip6.arpa,unsign,8,,1,single delegation
2016-02,arin,138.204.in-addr.arpa,sign,,8,1,single delegation
2016-02,arin,147.205.in-addr.arpa,rollover,5,8,2,small group
2016-02,arin,91.199.in-addr.arpa,rollover,5,8,1,single delegation
2016-02,arin,91.199.in-addr.arpa,sign,,8,3,small group
2016-04,afrinic,196.in-addr.arpa,sign,,8,1,single delegation
2016-04,afrinic,197.in-addr.arpa,sign,,8,2,small group
2016-04,afrinic,95.193.in-addr.arpa,sign,,8,13,bulk
2016-04,apnic,13.160.in-addr.arpa,sign,,8,1,single delegation
2016-04,apnic,165.163.in-addr.arpa,unsign,5,,1,single delegation
2016-04,apnic,211.103.in-addr.arpa,sign,,5,1,single delegation
2016-04,apnic,247.103.in-addr.arpa,sign,,8,1,single delegation
2016-04,apnic,31.115.in-addr.arpa,sign,,8,1,single delegation
2016-04,apnic,45.61.in-addr.arpa,unsign,5,,1,single delegation
2016-04,apnic,69.115.in-addr.arpa,sign,,8,1,single delegation
2016-04,arin,102.192.in-addr.arpa,sign,,8,1,single delegation
2016-04,arin,103.192.in-addr.arpa,sign,,8,1,single delegation
2016-04,arin,12.192.in-addr.arpa,rollover,5,"5,8,14",1,single delegation
2016-04,arin,128.in-addr.arpa,rollover,5,"5,8,14",3,small group
2016-04,arin,13.160.in-addr.arpa,sign,,8,1,single delegation
2016-04,arin,160.in-addr.arpa,sign,,8,1,single delegation
2016-04,arin,233.68.in-addr.arpa,sign,,7,1,single delegation
2016-04,arin,247.162.in-addr.arpa,unsign,8,,1,single delegation
2016-04,arin,4.f.f.f.2.0.6.2.ip6.arpa,sign,,5,1,single delegation
2016-04,arin,8.1.4.6.0.6.2.ip6.arpa,sign,,8,1,single delegation
2016-04,ripe,133.198.in-addr.arpa,sign,,8,1,single delegation
2016-04,ripe,147.in-addr.arpa,sign,,8,1,single delegation
2016-04,ripe,165.163.in-addr.arpa,unsign,5,,1,single delegation
2016-04,ripe,180.198.in-addr.arpa,sign,,8,4,small group
2016-04,ripe,83.192.in-addr.arpa,sign,,8,1,single delegation
2016-05,apnic,0.0.0.8.d.d.0.1.0.0.2.ip6.arpa,sign,,5,1,single delegation
2016-05,apnic,0.c.3.7.f.d.0.1.0.0.2.ip6.arpa,sign,,7,1,single delegation
2016-05,apnic,119.203.in-addr.arpa,unsign,8,,3,small group
2016-05,apnic,234.103.in-addr.arpa,sign,,7,4,small group
2016-05,arin,12.192.in-addr.arpa,rollover,"5,8,14","8,14",1,single delegation
2016-05,arin,128.in-addr.arpa,rollover,"5,8,14","8,14",3,small group
2016-05,arin,7.199.in-addr.arpa,unsign,8,,1,single delegation
2016-06,apnic,211.103.in-addr.arpa,unsign,5,,1,single delegation
2016-06,apnic,45.61.in-addr.arpa,unsign,5,,1,single delegation
2016-06,arin,174.23.in-addr.arpa,sign,,10,1,single delegation
2016-06,arin,76.192.in-addr.arpa,rollover,5,"5,8",1,single delegation
2016-06,arin,77.192.in-addr.arpa,sign,,8,1,single delegation
2016-06,arin,8.7.e.6.0.6.2.ip6.arpa,sign,,10,1,single delegation
2016-06,ripe,76.192.in-addr.arpa,rollover,5,"5,8",1,single delegation
2016-07,apnic,210.103.in-addr.arpa,sign,,8,4,small group
2016-07,arin,158.in-addr.arpa,sign,,8,2,small group
2016-07,arin,51.198.in-addr.arpa,sign,,8,2,small group
2016-07,ripe,158.in-addr.arpa,sign,,8,2,small group
2016-08,afrinic,150.213.in-addr.arpa,unsign,8,,1,single delegation
2016-08,afrinic,95.193.in-addr.arpa,unsign,8,,1,single delegation
2016-08,apnic,176.203.in-addr.arpa,unsign,5,,1,single delegation
2016-08,apnic,2.103.in-addr.arpa,sign,,8,1,single delegation
2016-08,arin,0.4.f.8.0.0.0.2.6.2.ip6.arpa,sign,,8,1,single delegation
2016-08,arin,130.in-addr.arpa,rollover,8,13,1,single delegation
2016-08,arin,152.in-addr.arpa,rollover,7,8,9,bulk
2016-08,arin,170.in-addr.arpa,sign,,8,1,single delegation
2016-08,arin,3.0.0.0.1.6.2.ip6.arpa,rollover,7,8,1,single delegation
2016-08,arin,59.64.in-addr.arpa,unsign,5,,32,bulk
2016-08,arin,62.204.in-addr.arpa,rollover,7,8,1,single delegation
2016-08,arin,a.3.f.f.2.0.6.2.ip6.arpa,sign,,8,1,single delegation
2016-08,ripe,130.in-addr.arpa,rollover,8,13,1,single delegation
2016-09,apnic,0.0.0.d.d.d.0.1.0.0.2.ip6.arpa,sign,,5,1,single delegation
2016-09,apnic,1.0.0.8.d.d.0.1.0.0.2.ip6.arpa,sign,,5,1,single delegation
2016-09,apnic,119.203.in-addr.arpa,sign,,5,2,small group
2016-09,arin,1.1.0.0.0.5.0.1.0.0.2.ip6.arpa,sign,,5,1,single delegation
2016-09,arin,160.192.in-addr.arpa,unsign,8,,1,single delegation
2016-09,arin,51.198.in-addr.arpa,rollover,7,8,1,single delegation
2016-10,apnic,2.103.in-addr.arpa,sign,,8,1,single delegation
2016-10,apnic,69.115.in-addr.arpa,sign,,8,7,bulk
2016-10,arin,163.198.in-addr.arpa,unsign,8,,1,single delegation
2016-10,arin,179.198.in-addr.arpa,unsign,8,,1,single delegation
2016-10,arin,182.216.in-addr.arpa,rollover,5,8,16,bulk
2016-10,arin,255.162.in-addr.arpa,sign,,5,4,small group
2016-10,arin,5.69.in-addr.arpa,unsign,8,,2,small group
2016-10,arin,59.64.in-addr.arpa,sign,,8,32,bulk
2016-10,arin,78.170.in-addr.arpa,sign,,5,4,small group
2016-10,lacnic,78.170.in-addr.arpa,sign,,5,4,small group
2016-11,afrinic,157.197.in-addr.arpa,sign,,8,11,bulk
2016-11,afrinic,78.41.in-addr.arpa,sign,,8,4,small group
2016-11,afrinic,9.a.f.f.0.c.2.ip6.arpa,sign,,8,1,single delegation
2016-11,apnic,0.0.0.8.c.2.0.4.2.ip6.arpa,sign,,8,1,single delegation
2016-11,apnic,0.c.0.2.0.4.2.ip6.arpa,sign,,13,1,single delegation
2016-11,apnic,125.202.in-addr.arpa,sign,,7,2,small group
2016-11,apnic,176.175.in-addr.arpa,sign,,13,1,single delegation
2016-11,apnic,b.0.0.8.c.2.0.4.2.ip6.arpa,sign,,8,1,single delegation
2016-11,apnic,f.0.0.8.c.2.0.4.2.ip6.arpa,sign,,8,1,single delegation
2016-11,arin,0.0.b.0.5.0.6.2.ip6.arpa,unsign,7,,1,single delegation
2016-11,arin,147.192.in-addr.arpa,sign,,13,1,single delegation
2016-11,arin,165.23.in-addr.arpa,sign,,8,1,single delegation
2016-11,arin,233.68.in-addr.arpa,unsign,7,,1,single delegation
2016-11,arin,8.0.b.7.0.6.2.ip6.arpa,sign,,8,1,single delegation
2016-12,apnic,101.203.in-addr.arpa,sign,,8,32,bulk
2016-12,apnic,112.203.in-addr.arpa,sign,,8,32,bulk
2016-12,apnic,125.in-addr.arpa,sign,,8,3,small group
2016-12,apnic,126.202.in-addr.arpa,sign,,8,64,bulk
2016-12,apnic,127.202.in-addr.arpa,sign,,8,16,bulk
2016-12,apnic,128.202.in-addr.arpa,sign,,8,32,bulk
2016-12,apnic,134.in-addr.arpa,sign,,8,1,single delegation
2016-12,apnic,159.134.in-addr.arpa,sign,,8,1,single delegation
2016-12,apnic,176.210.in-addr.arpa,sign,,8,48,bulk
2016-12,apnic,190.203.in-addr.arpa,sign,,8,32,bulk
2016-12,apnic,211.in-addr.arpa,sign,,8,1,single delegation
2016-12,apnic,40.202.in-addr.arpa,sign,,8,4,small group
2016-12,apnic,41.202.in-addr.arpa,sign,,8,16,bulk
2016-12,apnic,47.202.in-addr.arpa,sign,,8,32,bulk
2016-12,apnic,57.210.in-addr.arpa,sign,,8,208,bulk
2016-12,apnic,79.202.in-addr.arpa,sign,,8,64,bulk
2016-12,apnic,84.202.in-addr.arpa,sign,,8,127,bulk
2016-12,arin,0.0.c.b.d.0.0.0.2.6.2.ip6.arpa,rollover,5,8,1,single delegation
2016-12,arin,134.in-addr.arpa,sign,,8,1,single delegation
2016-12,arin,147.in-addr.arpa,sign,,"7,8,10",1,single delegation
2016-12,arin,159.134.in-addr.arpa,sign,,8,1,single delegation
2016-12,arin,76.192.in-addr.arpa,rollover,"5,8",8,1,single delegation
2016-12,ripe,147.in-addr.arpa,sign,,"7,8,10",1,single delegation
2016-12,ripe,76.192.in-addr.arpa,rollover,"5,8",8,1,single delegation
2017-01,afrinic,157.197.in-addr.arpa,sign,,8,18,bulk
2017-01,apnic,0.0.0.b.e.d.0.1.0.0.2.ip6.arpa,sign,,8,1,single delegation
2017-01,apnic,1.in-addr.arpa,sign,,8,17,bulk
2017-01,apnic,110.in-addr.arpa,sign,,8,3,small group
2017-01,apnic,111.in-addr.arpa,sign,,8,2,small group
2017-01,apnic,112.in-addr.arpa,sign,,8,7,bulk
2017-01,apnic,115.in-addr.arpa,sign,,8,2,small group
2017-01,apnic,116.in-addr.arpa,sign,,8,6,bulk
2017-01,apnic,118.in-addr.arpa,sign,,8,17,bulk
2017-01,apnic,119.in-addr.arpa,sign,,8,16,bulk
2017-01,apnic,121.in-addr.arpa,sign,,8,1,single delegation
2017-01,apnic,123.27.in-addr.arpa,unsign,8,,7,bulk
2017-01,apnic,123.in-addr.arpa,sign,,8,17,bulk
2017-01,apnic,124.27.in-addr.arpa,unsign,8,,16,bulk
2017-01,apnic,124.in-addr.arpa,sign,,8,8,bulk
2017-01,apnic,125.in-addr.arpa,sign,,8,23,bulk
2017-01,apnic,14.in-addr.arpa,sign,,8,34,bulk
2017-01,apnic,159.203.in-addr.arpa,sign,,8,4,small group
2017-01,apnic,170.203.in-addr.arpa,unsign,8,,8,bulk
2017-01,apnic,175.in-addr.arpa,sign,,8,37,bulk
2017-01,apnic,180.in-addr.arpa,sign,,8,12,bulk
2017-01,apnic,182.in-addr.arpa,sign,,8,11,bulk
2017-01,apnic,183.in-addr.arpa,sign,,8,16,bulk
2017-01,apnic,203.in-addr.arpa,sign,,8,3,small group
2017-01,apnic,210.in-addr.arpa,sign,,8,2,small group
2017-01,apnic,211.in-addr.arpa,sign,,8,10,bulk
2017-01,apnic,219.in-addr.arpa,sign,,8,1,single delegation
2017-01,apnic,220.in-addr.arpa,sign,,8,4,small group
2017-01,apnic,221.in-addr.arpa,sign,,8,1,single delegation
2017-01,apnic,222.in-addr.arpa,sign,,8,1,single delegation
2017-01,apnic,223.in-addr.arpa,sign,,8,9,bulk
2017-01,apnic,226.103.in-addr.arpa,unsign,8,,4,small group
2017-01,apnic,243.43.in-addr.arpa,unsign,8,,4,small group
2017-01,apnic,250.103.in-addr.arpa,unsign,8,,4,small group
2017-01,apnic,250.43.in-addr.arpa,unsign,8,,4,small group
2017-01,apnic,254.103.in-addr.arpa,unsign,8,,4,small group
2017-01,apnic,27.in-addr.arpa,sign,,8,28,bulk
2017-01,apnic,47.163.in-addr.arpa,unsign,8,,4,small group
2017-01,apnic,49.in-addr.arpa,sign,,8,1,single delegation
2017-01,apnic,54.27.in-addr.arpa,unsign,8,,16,bulk
2017-01,apnic,58.in-addr.arpa,sign,,8,3,small group
2017-01,apnic,59.in-addr.arpa,sign,,8,1,single delegation
2017-01,apnic,60.in-addr.arpa,sign,,8,1,single delegation
2017-01,apnic,61.in-addr.arpa,sign,,8,2,small group
2017-01,arin,139.192.in-addr.arpa,sign,,10,1,single delegation
2017-01,arin,78.170.in-addr.arpa,unsign,5,,4,small group
2017-01,lacnic,78.170.in-addr.arpa,unsign,5,,4,small group
2017-02,apnic,0.0.3.0.0.4.2.ip6.arpa,sign,,8,1,single delegation
2017-02,apnic,210.103.in-addr.arpa,unsign,8,,4,small group
2017-02,apnic,61.103.in-addr.arpa,sign,,8,4,small group
2017-02,arin,1.8.f.7.0.6.2.ip6.arpa,sign,,8,1,single delegation
2017-02,arin,10.199.in-addr.arpa,sign,,8,5,bulk
2017-02,arin,114.199.in-addr.arpa,sign,,8,26,bulk
2017-02,arin,126.149.in-addr.arpa,sign,,8,3,small group
2017-02,arin,170.in-addr.arpa,sign,,8,1,single delegation
2017-02,lacnic,170.in-addr.arpa,sign,,8,1,single delegation
2017-02,ripe,126.149.in-addr.arpa,sign,,8,3,small group
2017-03,afrinic,235.105.in-addr.arpa,sign,,7,1,single delegation
2017-03,arin,146.192.in-addr.arpa,rollover,10,"10,13",1,single delegation
2017-03,arin,249.199.in-addr.arpa,unsign,8,,1,single delegation
2017-03,arin,5.e.0.0.0.0.0.0.2.6.2.ip6.arpa,unsign,8,,1,single delegation
2017-03,arin,94.192.in-addr.arpa,sign,,8,1,single delegation
2017-03,arin,e.0.0.0.0.0.0.2.6.2.ip6.arpa,sign,,8,1,single delegation
2017-03,ripe,146.192.in-addr.arpa,rollover,10,"10,13",1,single delegation
2017-04,afrinic,b.a.f.f.0.c.2.ip6.arpa,sign,,8,1,single delegation
2017-04,apnic,0.c.3.7.f.d.0.1.0.0.2.ip6.arpa,unsign,7,,1,single delegation
2017-04,apnic,234.103.in-addr.arpa,unsign,7,,4,small group
2017-04,arin,0.c.1.6.0.6.2.ip6.arpa,sign,,7,1,single delegation
2017-04,arin,102.192.in-addr.arpa,unsign,8,,1,single delegation
2017-04,arin,110.65.in-addr.arpa,rollover,8,5,32,bulk
2017-04,arin,113.64.in-addr.arpa,rollover,8,5,32,bulk
2017-04,arin,12.192.in-addr.arpa,sign,,5,1,single delegation
2017-04,arin,128.in-addr.arpa,sign,,5,1,single delegation
2017-04,arin,129.in-addr.arpa,rollover,8,5,1,single delegation
2017-04,arin,134.in-addr.arpa,rollover,7,8,1,single delegation
2017-04,arin,181.198.in-addr.arpa,sign,,5,1,single delegation
2017-04,arin,188.192.in-addr.arpa,rollover,8,5,5,bulk
2017-04,arin,201.199.in-addr.arpa,sign,,8,1,single delegation
2017-04,arin,237.205.in-addr.arpa,rollover,8,5,16,bulk
2017-04,arin,245.192.in-addr.arpa,rollover,8,5,1,single delegation
2017-04,arin,6.f.0.1.0.0.2.6.2.ip6.arpa,sign,,5,1,single delegation
2017-04,arin,82.208.in-addr.arpa,sign,,8,4,small group
2017-05,afrinic,11.196.in-addr.arpa,sign,,8,1,single delegation
2017-05,afrinic,216.196.in-addr.arpa,sign,,8,1,single delegation
2017-05,apnic,2.103.in-addr.arpa,sign,,8,2,small group
2017-05,apnic,230.103.in-addr.arpa,unsign,7,,1,single delegation
2017-05,apnic,56.103.in-addr.arpa,unsign,5,,4,small group
2017-05,arin,0.0.0.0.0.5.0.1.0.0.2.ip6.arpa,sign,,8,1,single delegation
2017-05,arin,0.192.in-addr.arpa,sign,,8,16,bulk
2017-05,arin,146.in-addr.arpa,sign,,8,1,single delegation
2017-05,arin,253.199.in-addr.arpa,sign,,8,2,small group
2017-05,arin,3.8.2.0.0.0.0.0.2.6.2.ip6.arpa,sign,,8,1,single delegation
2017-05,arin,4.199.in-addr.arpa,sign,,8,5,bulk
2017-05,arin,43.199.in-addr.arpa,sign,,8,4,small group
2017-05,arin,7.199.in-addr.arpa,sign,,8,4,small group
2017-05,arin,77.208.in-addr.arpa,sign,,8,4,small group
2017-05,arin,8.0.0.0.0.5.0.1.0.0.2.ip6.arpa,sign,,8,4,small group
2017-05,arin,b.2.2.0.0.0.0.0.2.6.2.ip6.arpa,sign,,8,1,single delegation
2017-05,arin,d.2.0.0.0.0.0.0.2.6.2.ip6.arpa,sign,,8,1,single delegation
2017-05,arin,d.e.2.0.0.0.0.0.2.6.2.ip6.arpa,sign,,8,1,single delegation
2017-05,arin,e.e.2.0.0.0.0.0.2.6.2.ip6.arpa,sign,,8,1,single delegation
2017-05,ripe,146.in-addr.arpa,sign,,8,1,single delegation
2017-06,apnic,176.203.in-addr.arpa,sign,,5,1,single delegation
2017-06,arin,0.c.1.6.0.6.2.ip6.arpa,rollover,7,8,1,single delegation
2017-06,arin,110.65.in-addr.arpa,rollover,5,7,32,bulk
2017-06,arin,113.64.in-addr.arpa,rollover,5,7,32,bulk
2017-06,arin,129.in-addr.arpa,rollover,5,7,1,single delegation
2017-06,arin,188.192.in-addr.arpa,rollover,5,7,5,bulk
2017-06,arin,237.205.in-addr.arpa,rollover,5,7,16,bulk
2017-06,arin,245.192.in-addr.arpa,rollover,5,7,1,single delegation
2017-07,afrinic,90.165.in-addr.arpa,sign,,7,1,single delegation
2017-07,apnic,0.e.6.7.0.4.2.ip6.arpa,sign,,8,1,single delegation
2017-07,arin,0.0.0.3.0.1.0.0.2.6.2.ip6.arpa,sign,,7,8,bulk
2017-07,arin,107.97.in-addr.arpa,sign,,10,4,small group
2017-07,arin,147.205.in-addr.arpa,unsign,8,,1,single delegation
2017-07,arin,155.192.in-addr.arpa,sign,,7,60,bulk
2017-07,arin,170.in-addr.arpa,unsign,8,,1,single delegation
2017-07,arin,220.206.in-addr.arpa,sign,,10,4,small group
2017-07,arin,44.192.in-addr.arpa,unsign,5,,1,single delegation
2017-07,arin,5.2.f.f.2.0.6.2.ip6.arpa,sign,,10,1,single delegation
2017-07,arin,71.198.in-addr.arpa,sign,,7,12,bulk
2017-07,arin,90.165.in-addr.arpa,sign,,7,1,single delegation
2017-07,arin,c.e.4.4.0.6.2.ip6.arpa,sign,,8,1,single delegation
2017-07,lacnic,170.in-addr.arpa,unsign,8,,1,single delegation
2017-07,ripe,44.192.in-addr.arpa,unsign,5,,1,single delegation
2017-08,apnic,22.202.in-addr.arpa,sign,,8,1,single delegation
2017-08,apnic,241.43.in-addr.arpa,sign,,8,4,small group
2017-08,apnic,29.103.in-addr.arpa,sign,,8,3,small group
2017-08,arin,0.4.8.9.0.0.0.2.6.2.ip6.arpa,unsign,8,,1,single delegation
2017-08,arin,131.23.in-addr.arpa,sign,,8,1,single delegation
2017-08,arin,184.64.in-addr.arpa,sign,,13,1,single delegation
2017-08,arin,195.192.in-addr.arpa,unsign,8,,1,single delegation
2017-08,arin,215.205.in-addr.arpa,sign,,8,1,single delegation
2017-08,arin,4.f.f.f.2.0.6.2.ip6.arpa,unsign,5,,1,single delegation
2017-08,arin,60.139.in-addr.arpa,sign,,8,4,small group
2017-08,arin,67.192.in-addr.arpa,unsign,8,,1,single delegation
2017-08,arin,84.192.in-addr.arpa,sign,,8,1,single delegation
2017-08,arin,c.5.5.4.0.6.2.ip6.arpa,sign,,13,1,single delegation
2017-08,arin,f.f.f.2.0.6.2.ip6.arpa,sign,,5,1,single delegation
2017-09,apnic,0.4.e.2.f.d.0.1.0.0.2.ip6.arpa,sign,,13,1,single delegation
2017-09,apnic,0.9.a.6.0.4.2.ip6.arpa,sign,,5,1,single delegation
2017-09,apnic,0.c.4.7.0.4.2.ip6.arpa,sign,,13,1,single delegation
2017-09,apnic,0.f.3.5.0.4.2.ip6.arpa,sign,,13,2,small group
2017-09,apnic,123.27.in-addr.arpa,sign,,13,8,bulk
2017-09,apnic,124.27.in-addr.arpa,sign,,13,16,bulk
2017-09,apnic,170.203.in-addr.arpa,sign,,13,8,bulk
2017-09,apnic,20.103.in-addr.arpa,sign,,13,4,small group
2017-09,apnic,201.122.in-addr.arpa,sign,,13,63,bulk
2017-09,apnic,226.103.in-addr.arpa,sign,,13,4,small group
2017-09,apnic,24.103.in-addr.arpa,sign,,5,4,small group
2017-09,apnic,243.43.in-addr.arpa,sign,,13,4,small group
2017-09,apnic,250.103.in-addr.arpa,sign,,13,4,small group
2017-09,apnic,250.43.in-addr.arpa,sign,,13,4,small group
2017-09,apnic,254.103.in-addr.arpa,sign,,13,4,small group
2017-09,apnic,4.2.8.0.0.4.2.ip6.arpa,sign,,13,1,single delegation
2017-09,apnic,47.163.in-addr.arpa,sign,,13,4,small group
2017-09,apnic,52.103.in-addr.arpa,sign,,13,1,single delegation
2017-09,apnic,54.27.in-addr.arpa,sign,,13,16,bulk
2017-09,apnic,67.103.in-addr.arpa,sign,,13,3,small group
2017-09,apnic,68.103.in-addr.arpa,sign,,13,4,small group
2017-09,apnic,8.2.8.4.0.4.2.ip6.arpa,sign,,13,1,single delegation
2017-09,apnic,8.d.6.0.0.4.2.ip6.arpa,sign,,13,1,single delegation
2017-09,apnic,8.f.d.5.0.4.2.ip6.arpa,sign,,13,1,single delegation
2017-09,arin,103.199.in-addr.arpa,sign,,8,4,small group
2017-09,arin,123.74.in-addr.arpa,sign,,8,8,bulk
2017-09,arin,129.23.in-addr.arpa,sign,,8,1,single delegation
2017-09,arin,153.204.in-addr.arpa,sign,,7,4,small group
2017-09,arin,165.23.in-addr.arpa,unsign,8,,1,single delegation
2017-09,arin,170.in-addr.arpa,sign,,8,1,single delegation
2017-09,arin,191.64.in-addr.arpa,sign,,7,4,small group
2017-09,arin,5.199.in-addr.arpa,sign,,5,1,single delegation
2017-09,arin,72.76.in-addr.arpa,sign,,8,16,bulk
2017-09,arin,8.0.b.7.0.6.2.ip6.arpa,unsign,8,,1,single delegation
2017-09,arin,8.2.3.6.0.6.2.ip6.arpa,sign,,7,1,single delegation
2017-09,arin,a.0.0.0.0.5.0.1.0.0.2.ip6.arpa,sign,,5,1,single delegation
2017-09,arin,c.8.1.0.0.2.6.2.ip6.arpa,sign,,8,1,single delegation
2017-10,afrinic,160.164.in-addr.arpa,sign,,7,2,small group
2017-10,apnic,156.203.in-addr.arpa,sign,,13,1,single delegation
2017-10,arin,160.164.in-addr.arpa,sign,,7,2,small group
2017-10,lacnic,170.in-addr.arpa,sign,,8,1,single delegation
2017-11,apnic,176.203.in-addr.arpa,unsign,5,,1,single delegation
2017-11,apnic,201.122.in-addr.arpa,sign,,13,1,single delegation
2017-11,arin,107.192.in-addr.arpa,sign,,7,1,single delegation
2017-11,arin,134.23.in-addr.arpa,sign,,13,1,single delegation
2017-11,arin,174.23.in-addr.arpa,unsign,10,,1,single delegation
2017-11,arin,59.148.in-addr.arpa,sign,,7,1,single delegation
2017-11,arin,c.1.f.f.2.0.6.2.ip6.arpa,sign,,7,1,single delegation
2017-12,afrinic,160.in-addr.arpa,unsign,8,,1,single delegation
2017-12,apnic,0.116.in-addr.arpa,sign,,13,8,bulk
2017-12,arin,0.0.e.7.3.0.0.0.2.6.2.ip6.arpa,sign,,5,1,single delegation
2017-12,arin,159.in-addr.arpa,sign,,8,1,single delegation
2017-12,arin,160.in-addr.arpa,unsign,8,,1,single delegation
2017-12,arin,180.199.in-addr.arpa,sign,,5,1,single delegation
2017-12,arin,83.192.in-addr.arpa,rollover,8,13,1,single delegation
2017-12,ripe,159.in-addr.arpa,sign,,8,1,single delegation
2018-01,afrinic,160.164.in-addr.arpa,sign,,7,1,single delegation
2018-01,apnic,0.0.0.8.e.d.0.1.0.0.2.ip6.arpa,unsign,8,,1,single delegation
2018-01,apnic,0.0.3.0.0.4.2.ip6.arpa,unsign,8,,1,single delegation
2018-01,apnic,61.103.in-addr.arpa,unsign,8,,4,small group
2018-01,arin,0.0.6.d.3.0.0.0.2.6.2.ip6.arpa,sign,,8,1,single delegation
2018-01,arin,114.199.in-addr.arpa,unsign,8,,1,single delegation
2018-01,arin,137.198.in-addr.arpa,sign,,7,2,small group
2018-01,arin,156.192.in-addr.arpa,sign,,5,1,single delegation
2018-01,arin,160.164.in-addr.arpa,sign,,7,1,single delegation
2018-01,arin,160.23.in-addr.arpa,sign,,8,1,single delegation
2018-01,arin,229.45.in-addr.arpa,sign,,7,3,small group
2018-01,arin,54.198.in-addr.arpa,sign,,8,2,small group
2018-01,arin,6.a.e.f.2.0.6.2.ip6.arpa,sign,,8,1,single delegation
2018-01,lacnic,229.45.in-addr.arpa,sign,,7,3,small group
2018-02,afrinic,94.192.in-addr.arpa,unsign,8,,1,single delegation
2018-02,afrinic,96.192.in-addr.arpa,unsign,8,,7,bulk
2018-02,apnic,111.27.in-addr.arpa,sign,,13,11,bulk
2018-02,apnic,17.203.in-addr.arpa,sign,,13,1,single delegation
2018-02,apnic,22.203.in-addr.arpa,sign,,8,1,single delegation
2018-02,apnic,24.203.in-addr.arpa,sign,,8,1,single delegation
2018-02,apnic,26.203.in-addr.arpa,sign,,13,1,single delegation
2018-02,apnic,26.203.in-addr.arpa,sign,,8,2,small group
2018-02,apnic,28.203.in-addr.arpa,sign,,13,3,small group
2018-02,apnic,55.203.in-addr.arpa,sign,,8,2,small group
2018-02,apnic,90.202.in-addr.arpa,unsign,8,,1,single delegation
