month,source,kind,from_alg,to_alg,n_delegations,n_blocks,largest_block_share,hhi,level
2026-06,arin,sign,,14,30,7,0.3,0.2133,diffuse (many blocks)
2026-06,arin,sign,,8,18,5,0.222,0.2099,diffuse (many blocks)
2026-06,arin,unsign,13,,22,11,0.182,0.1322,diffuse (many blocks)
2026-06,arin,unsign,14,,1,1,1.0,1.0,single delegation
2026-06,arin,unsign,5,,17,2,0.941,0.8893,concentrated (one block is most of it)
2026-06,arin,unsign,7,,3,1,1.0,1.0,one block
2026-06,arin,unsign,"7,8",,1,1,1.0,1.0,single delegation
2026-06,arin,unsign,8,,8,4,0.5,0.3438,concentrated (one block is most of it)
2026-06,lacnic,rollover,"8,13",8,2,1,1.0,1.0,one block
2026-06,lacnic,sign,,13,41,13,0.098,0.0874,diffuse (many blocks)
2026-06,lacnic,sign,,8,21,6,0.19,0.1837,diffuse (many blocks)
2026-06,lacnic,unsign,13,,9,3,0.444,0.4074,diffuse (many blocks)
2026-06,lacnic,unsign,8,,5,1,1.0,1.0,one block
2026-06,ripe,sign,,13,7,4,0.571,0.3878,concentrated (one block is most of it)
2026-06,ripe,sign,,14,5,2,0.8,0.68,concentrated (one block is most of it)
2026-07,afrinic,rollover,7,"7,13",52,3,0.615,0.4793,concentrated (one block is most of it)
2026-07,afrinic,sign,,8,2,2,0.5,0.5,concentrated (one block is most of it)
2026-07,arin,rollover,14,13,4,1,1.0,1.0,one block
2026-07,arin,rollover,7,"7,13",32,1,1.0,1.0,one block
2026-07,arin,sign,,13,91,43,0.066,0.0332,diffuse (many blocks)
2026-07,arin,sign,,14,1,1,1.0,1.0,single delegation
2026-07,arin,sign,,8,9,5,0.444,0.284,diffuse (many blocks)
2026-07,arin,unsign,13,,13,7,0.308,0.2189,diffuse (many blocks)
2026-07,arin,unsign,8,,8,4,0.5,0.3438,concentrated (one block is most of it)
2026-07,lacnic,rollover,14,13,4,1,1.0,1.0,one block
2026-07,lacnic,sign,,13,39,11,0.154,0.1032,diffuse (many blocks)
2026-07,lacnic,sign,,8,7,3,0.571,0.4286,concentrated (one block is most of it)
2026-07,lacnic,unsign,13,,5,2,0.8,0.68,concentrated (one block is most of it)
2026-07,lacnic,unsign,7,,2,1,1.0,1.0,one block
2026-07,lacnic,unsign,8,,8,4,0.5,0.3438,concentrated (one block is most of it)
2026-07,ripe,sign,,13,5,3,0.4,0.36,diffuse (many blocks)
2026-07,ripe,sign,,14,2,1,1.0,1.0,one block
2026-07,ripe,unsign,13,,1,1,1.0,1.0,single delegation
2026-07,ripe,unsign,8,,2,2,0.5,0.5,concentrated (one block is most of it)
2026-08,arin,rollover,5,"5,13",4,4,0.25,0.25,diffuse (many blocks)
2026-08,arin,rollover,7,13,6,2,0.833,0.7222,concentrated (one block is most of it)
2026-08,arin,rollover,8,13,4,1,1.0,1.0,one block
2026-08,arin,sign,,13,119,65,0.059,0.0242,diffuse (many blocks)
2026-08,arin,sign,,14,1,1,1.0,1.0,single delegation
2026-08,arin,sign,,8,4,3,0.5,0.375,concentrated (one block is most of it)
2026-08,arin,unsign,13,,19,10,0.211,0.1524,diffuse (many blocks)
2026-08,arin,unsign,5,,1,1,1.0,1.0,single delegation
2026-08,arin,unsign,8,,8,3,0.5,0.4062,concentrated (one block is most of it)
2026-08,lacnic,sign,,13,44,13,0.091,0.0857,diffuse (many blocks)
2026-08,lacnic,sign,,7,2,1,1.0,1.0,one block
2026-08,lacnic,sign,,8,2,2,0.5,0.5,concentrated (one block is most of it)
2026-08,lacnic,unsign,13,,8,2,0.5,0.5,concentrated (one block is most of it)
2026-08,lacnic,unsign,5,,1,1,1.0,1.0,single delegation
2026-08,lacnic,unsign,8,,6,3,0.667,0.5,concentrated (one block is most of it)
2026-08,ripe,rollover,7,13,6,2,0.833,0.7222,concentrated (one block is most of it)
2026-08,ripe,sign,,13,16,9,0.438,0.2344,diffuse (many blocks)
2026-08,ripe,unsign,13,,4,1,1.0,1.0,one block
