month,source,kind,from_alg,to_alg,n_delegations,n_blocks,largest_block_share,hhi,level
2020-05,arin,rollover,8,13,3,2,0.667,0.5556,concentrated (one block is most of it)
2020-05,arin,sign,,13,24,11,0.333,0.1806,diffuse (many blocks)
2020-05,arin,sign,,14,4,1,1.0,1.0,one block
2020-05,arin,sign,,5,4,1,1.0,1.0,one block
2020-05,arin,sign,,7,1,1,1.0,1.0,single delegation
2020-05,arin,sign,,8,7,4,0.571,0.3878,concentrated (one block is most of it)
2020-05,lacnic,sign,,7,1,1,1.0,1.0,single delegation
2020-05,ripe,sign,,13,1,1,1.0,1.0,single delegation
2020-05,ripe,sign,,14,4,1,1.0,1.0,one block
2020-05,ripe,sign,,8,4,1,1.0,1.0,one block
2020-06,apnic,sign,,7,4,1,1.0,1.0,one block
2020-06,apnic,sign,,8,1,1,1.0,1.0,single delegation
2020-06,apnic,unsign,7,,19,1,1.0,1.0,one block
2020-06,arin,sign,,13,8,5,0.5,0.3125,concentrated (one block is most of it)
2020-06,arin,sign,,5,256,1,1.0,1.0,one block
2020-06,arin,sign,,7,1,1,1.0,1.0,single delegation
2020-06,arin,sign,,8,11,4,0.364,0.2893,diffuse (many blocks)
2020-06,arin,unsign,13,,2,2,0.5,0.5,concentrated (one block is most of it)
2020-06,arin,unsign,5,,1,1,1.0,1.0,single delegation
2020-06,ripe,sign,,13,5,2,0.8,0.68,concentrated (one block is most of it)
2020-06,ripe,sign,,7,4,1,1.0,1.0,one block
2020-06,ripe,sign,,8,4,1,1.0,1.0,one block
2020-06,ripe,unsign,13,,2,2,0.5,0.5,concentrated (one block is most of it)
2020-07,apnic,sign,,7,1,1,1.0,1.0,single delegation
2020-07,apnic,sign,,8,1,1,1.0,1.0,single delegation
2020-07,arin,rollover,5,7,13,1,1.0,1.0,one block
2020-07,arin,rollover,8,10,2,2,0.5,0.5,concentrated (one block is most of it)
2020-07,arin,rollover,8,13,1,1,1.0,1.0,single delegation
2020-07,arin,sign,,13,4,1,1.0,1.0,one block
2020-07,arin,sign,,5,1,1,1.0,1.0,single delegation
2020-07,arin,sign,,7,2,2,0.5,0.5,concentrated (one block is most of it)
2020-07,arin,sign,,8,7,3,0.571,0.4286,concentrated (one block is most of it)
2020-07,arin,unsign,10,,1,1,1.0,1.0,single delegation
2020-07,arin,unsign,13,,5,2,0.8,0.68,concentrated (one block is most of it)
2020-07,arin,unsign,5,,143,3,0.916,0.8427,concentrated (one block is most of it)
2020-07,ripe,sign,,13,4,1,1.0,1.0,one block
2020-07,ripe,sign,,7,1,1,1.0,1.0,single delegation
2020-07,ripe,sign,,8,5,2,0.8,0.68,concentrated (one block is most of it)
2020-08,afrinic,unsign,8,,1,1,1.0,1.0,single delegation
2020-08,apnic,unsign,13,,5,2,0.8,0.68,concentrated (one block is most of it)
2020-08,apnic,unsign,5,,2,1,1.0,1.0,one block
2020-08,arin,rollover,8,"8,13",1,1,1.0,1.0,single delegation
2020-08,arin,sign,,13,18,3,0.889,0.7963,concentrated (one block is most of it)
2020-08,arin,sign,,14,1,1,1.0,1.0,single delegation
2020-08,arin,sign,,8,3,1,1.0,1.0,one block
2020-08,arin,unsign,13,,4,4,0.25,0.25,diffuse (many blocks)
2020-08,arin,unsign,5,,113,2,0.991,0.9825,concentrated (one block is most of it)
2020-08,arin,unsign,7,,1,1,1.0,1.0,single delegation
2020-08,arin,unsign,8,,8,2,0.875,0.7812,concentrated (one block is most of it)
2020-08,lacnic,unsign,7,,1,1,1.0,1.0,single delegation
2020-09,afrinic,sign,,13,1,1,1.0,1.0,single delegation
2020-09,apnic,sign,,13,20,5,0.2,0.2,diffuse (many blocks)
2020-09,apnic,unsign,13,,1,1,1.0,1.0,single delegation
2020-09,arin,rollover,8,13,1,1,1.0,1.0,single delegation
2020-09,arin,sign,,13,10,4,0.4,0.34,diffuse (many blocks)
2020-09,arin,sign,,14,1,1,1.0,1.0,single delegation
2020-09,arin,sign,,7,5,2,0.8,0.68,concentrated (one block is most of it)
2020-09,arin,sign,,8,2,2,0.5,0.5,concentrated (one block is most of it)
2020-09,arin,unsign,8,,3,2,0.667,0.5556,concentrated (one block is most of it)
2020-09,lacnic,sign,,7,1,1,1.0,1.0,single delegation
2020-09,ripe,rollover,8,13,1,1,1.0,1.0,single delegation
2020-09,ripe,sign,,7,4,1,1.0,1.0,one block
2020-09,ripe,sign,,8,1,1,1.0,1.0,single delegation
2020-10,afrinic,sign,,8,1,1,1.0,1.0,single delegation
2020-10,afrinic,unsign,5,,2,1,1.0,1.0,one block
2020-10,afrinic,unsign,7,,30,1,1.0,1.0,one block
2020-10,apnic,sign,,13,8,3,0.5,0.375,concentrated (one block is most of it)
2020-10,apnic,sign,,8,2,2,0.5,0.5,concentrated (one block is most of it)
2020-10,apnic,unsign,13,,3,2,0.667,0.5556,concentrated (one block is most of it)
2020-10,arin,rollover,5,7,4,1,1.0,1.0,one block
2020-10,arin,sign,,13,15,6,0.267,0.2267,diffuse (many blocks)
2020-10,arin,sign,,7,3,2,0.667,0.5556,concentrated (one block is most of it)
2020-10,arin,sign,,8,8,5,0.375,0.25,diffuse (many blocks)
2020-10,arin,unsign,13,,2,1,1.0,1.0,one block
2020-10,ripe,sign,,13,13,4,0.308,0.2899,diffuse (many blocks)
2020-11,apnic,sign,,8,12,5,0.583,0.3889,concentrated (one block is most of it)
2020-11,arin,rollover,10,8,1,1,1.0,1.0,single delegation
2020-11,arin,sign,,13,84,19,0.19,0.1188,diffuse (many blocks)
2020-11,arin,sign,,7,5,2,0.8,0.68,concentrated (one block is most of it)
2020-11,arin,sign,,8,3,1,1.0,1.0,one block
2020-11,arin,unsign,5,,1,1,1.0,1.0,single delegation
2020-11,arin,unsign,"5,8",,1,1,1.0,1.0,single delegation
2020-11,arin,unsign,8,,1,1,1.0,1.0,single delegation
2020-11,lacnic,sign,,13,1,1,1.0,1.0,single delegation
2020-11,lacnic,sign,,8,3,1,1.0,1.0,one block
2020-11,ripe,rollover,10,8,1,1,1.0,1.0,single delegation
2020-11,ripe,sign,,13,4,1,1.0,1.0,one block
2020-12,apnic,sign,,13,3,3,0.333,0.3333,diffuse (many blocks)
2020-12,apnic,sign,,14,2,2,0.5,0.5,concentrated (one block is most of it)
2020-12,apnic,unsign,8,,6,4,0.333,0.2778,diffuse (many blocks)
2020-12,arin,sign,,13,2,2,0.5,0.5,concentrated (one block is most of it)
2020-12,arin,sign,,14,2,2,0.5,0.5,concentrated (one block is most of it)
2020-12,arin,sign,,5,4,1,1.0,1.0,one block
2020-12,arin,sign,,7,60,3,0.95,0.9039,concentrated (one block is most of it)
2020-12,arin,sign,,8,22,4,0.727,0.5661,concentrated (one block is most of it)
2020-12,arin,unsign,13,,1,1,1.0,1.0,single delegation
2020-12,arin,unsign,8,,3,3,0.333,0.3333,diffuse (many blocks)
2020-12,lacnic,sign,,8,5,2,0.8,0.68,concentrated (one block is most of it)
2020-12,lacnic,unsign,13,,1,1,1.0,1.0,single delegation
2020-12,ripe,sign,,13,1,1,1.0,1.0,single delegation
2020-12,ripe,sign,,5,4,1,1.0,1.0,one block
2020-12,ripe,sign,,8,16,1,1.0,1.0,one block
2020-12,ripe,unsign,8,,2,2,0.5,0.5,concentrated (one block is most of it)
2021-02,afrinic,sign,,13,53,4,0.604,0.4617,concentrated (one block is most of it)
2021-02,afrinic,sign,,8,1,1,1.0,1.0,single delegation
2021-02,apnic,sign,,13,6,4,0.333,0.2778,diffuse (many blocks)
2021-02,apnic,sign,,8,6,5,0.333,0.2222,diffuse (many blocks)
2021-02,arin,rollover,13,7,1,1,1.0,1.0,single delegation
2021-02,arin,sign,,13,39,6,0.821,0.6818,concentrated (one block is most of it)
2021-02,arin,sign,,5,1,1,1.0,1.0,single delegation
2021-02,arin,sign,,7,77,8,0.831,0.6964,concentrated (one block is most of it)
2021-02,arin,sign,,8,20,8,0.3,0.19,diffuse (many blocks)
2021-02,arin,unsign,13,,21,6,0.619,0.4286,concentrated (one block is most of it)
2021-02,arin,unsign,8,,3,2,0.667,0.5556,concentrated (one block is most of it)
2021-02,lacnic,sign,,8,1,1,1.0,1.0,single delegation
2021-02,ripe,rollover,13,7,1,1,1.0,1.0,single delegation
2021-02,ripe,sign,,8,4,1,1.0,1.0,one block
2021-02,ripe,unsign,13,,5,2,0.8,0.68,concentrated (one block is most of it)
2021-03,apnic,sign,,13,10,3,0.4,0.36,diffuse (many blocks)
2021-03,apnic,unsign,13,,2,1,1.0,1.0,one block
2021-03,apnic,unsign,8,,2,2,0.5,0.5,concentrated (one block is most of it)
2021-03,arin,rollover,7,13,2,2,0.5,0.5,concentrated (one block is most of it)
2021-03,arin,sign,,13,32,15,0.125,0.0938,diffuse (many blocks)
2021-03,arin,sign,,8,8,3,0.5,0.375,concentrated (one block is most of it)
2021-03,arin,unsign,13,,15,4,0.533,0.3778,concentrated (one block is most of it)
2021-03,arin,unsign,8,,1,1,1.0,1.0,single delegation
2021-03,lacnic,sign,,13,20,5,0.2,0.2,diffuse (many blocks)
2021-03,lacnic,sign,,8,4,1,1.0,1.0,one block
2021-03,ripe,sign,,13,1,1,1.0,1.0,single delegation
2021-04,afrinic,sign,,13,12,1,1.0,1.0,one block
2021-04,afrinic,sign,,8,12,2,0.667,0.5556,concentrated (one block is most of it)
2021-04,apnic,sign,,13,12,3,0.333,0.3333,diffuse (many blocks)
2021-04,arin,sign,,13,53,19,0.075,0.0666,diffuse (many blocks)
2021-04,arin,sign,,7,2,2,0.5,0.5,concentrated (one block is most of it)
2021-04,arin,sign,,8,36,13,0.222,0.1188,diffuse (many blocks)
2021-04,arin,unsign,"7,8",,1,1,1.0,1.0,single delegation
2021-04,lacnic,sign,,13,20,5,0.2,0.2,diffuse (many blocks)
2021-04,lacnic,sign,,8,12,3,0.333,0.3333,diffuse (many blocks)
2021-04,ripe,sign,,13,8,2,0.5,0.5,concentrated (one block is most of it)
2021-04,ripe,sign,,8,4,1,1.0,1.0,one block
2021-05,afrinic,unsign,5,,3,1,1.0,1.0,one block
2021-05,apnic,sign,,13,8,2,0.5,0.5,concentrated (one block is most of it)
2021-05,arin,rollover,7,8,4,1,1.0,1.0,one block
2021-05,arin,sign,,13,16,5,0.25,0.2266,diffuse (many blocks)
2021-05,arin,sign,,5,4,1,1.0,1.0,one block
2021-05,arin,sign,,8,18,10,0.222,0.142,diffuse (many blocks)
2021-05,arin,sign,,"8,14",1,1,1.0,1.0,single delegation
2021-05,arin,unsign,13,,5,2,0.8,0.68,concentrated (one block is most of it)
2021-05,arin,unsign,8,,1,1,1.0,1.0,single delegation
2021-05,lacnic,sign,,13,8,2,0.5,0.5,concentrated (one block is most of it)
2021-05,lacnic,sign,,5,4,1,1.0,1.0,one block
2021-05,lacnic,sign,,8,4,1,1.0,1.0,one block
2021-05,ripe,unsign,8,,1,1,1.0,1.0,single delegation
2021-06,afrinic,sign,,13,3,1,1.0,1.0,one block
2021-06,afrinic,unsign,8,,1,1,1.0,1.0,single delegation
2021-06,apnic,unsign,13,,4,1,1.0,1.0,one block
2021-06,arin,rollover,5,13,4,1,1.0,1.0,one block
2021-06,arin,rollover,5,8,21,17,0.19,0.0794,diffuse (many blocks)
2021-06,arin,rollover,8,13,2,1,1.0,1.0,one block
2021-06,arin,sign,,13,21,9,0.381,0.2109,diffuse (many blocks)
2021-06,arin,sign,,14,2,2,0.5,0.5,concentrated (one block is most of it)
2021-06,arin,sign,,8,5,2,0.8,0.68,concentrated (one block is most of it)
2021-06,arin,unsign,13,,19,7,0.211,0.1856,diffuse (many blocks)
2021-06,arin,unsign,7,,4,1,1.0,1.0,one block
2021-06,arin,unsign,8,,5,2,0.8,0.68,concentrated (one block is most of it)
2021-06,lacnic,sign,,13,4,1,1.0,1.0,one block
2021-06,lacnic,sign,,8,4,1,1.0,1.0,one block
2021-06,lacnic,unsign,7,,4,1,1.0,1.0,one block
2021-06,lacnic,unsign,8,,4,1,1.0,1.0,one block
2021-06,ripe,rollover,5,13,4,1,1.0,1.0,one block
2021-06,ripe,sign,,13,9,2,0.889,0.8025,concentrated (one block is most of it)
2021-06,ripe,unsign,7,,1,1,1.0,1.0,single delegation
2021-07,apnic,rollover,8,13,5,2,0.8,0.68,concentrated (one block is most of it)
2021-07,apnic,sign,,13,2,1,1.0,1.0,one block
2021-07,arin,sign,,13,7,4,0.571,0.3878,concentrated (one block is most of it)
2021-07,arin,sign,,5,2,1,1.0,1.0,one block
2021-07,arin,sign,,8,1,1,1.0,1.0,single delegation
2021-07,arin,unsign,13,,3,3,0.333,0.3333,diffuse (many blocks)
2021-07,arin,unsign,7,,1,1,1.0,1.0,single delegation
2021-07,arin,unsign,8,,1,1,1.0,1.0,single delegation
2021-07,lacnic,sign,,13,4,1,1.0,1.0,one block
2021-07,lacnic,sign,,5,2,1,1.0,1.0,one block
2021-07,ripe,unsign,13,,1,1,1.0,1.0,single delegation
2021-07,ripe,unsign,8,,1,1,1.0,1.0,single delegation
2021-08,afrinic,unsign,8,,1,1,1.0,1.0,single delegation
2021-08,apnic,rollover,8,13,15,5,0.533,0.3689,concentrated (one block is most of it)
2021-08,apnic,sign,,13,8,2,0.5,0.5,concentrated (one block is most of it)
2021-08,apnic,unsign,13,,1,1,1.0,1.0,single delegation
2021-08,arin,rollover,8,13,2,2,0.5,0.5,concentrated (one block is most of it)
2021-08,arin,sign,,13,29,14,0.138,0.1058,diffuse (many blocks)
2021-08,arin,sign,,14,5,2,0.8,0.68,concentrated (one block is most of it)
2021-08,arin,sign,,7,1,1,1.0,1.0,single delegation
2021-08,arin,sign,,8,27,6,0.593,0.3992,concentrated (one block is most of it)
2021-08,arin,unsign,13,,8,2,0.5,0.5,concentrated (one block is most of it)
2021-08,arin,unsign,7,,1,1,1.0,1.0,single delegation
2021-08,lacnic,sign,,13,20,5,0.2,0.2,diffuse (many blocks)
2021-08,lacnic,sign,,8,4,1,1.0,1.0,one block
2021-08,lacnic,unsign,13,,8,2,0.5,0.5,concentrated (one block is most of it)
2021-08,ripe,sign,,13,1,1,1.0,1.0,single delegation
2021-08,ripe,sign,,14,4,1,1.0,1.0,one block
2021-09,afrinic,rollover,7,13,3,1,1.0,1.0,one block
2021-09,afrinic,sign,,8,1,1,1.0,1.0,single delegation
2021-09,afrinic,sign,,"8,13",1,1,1.0,1.0,single delegation
2021-09,apnic,sign,,13,25,7,0.4,0.2416,diffuse (many blocks)
2021-09,arin,sign,,13,55,16,0.073,0.0698,diffuse (many blocks)
2021-09,arin,sign,,8,18,6,0.222,0.2037,diffuse (many blocks)
2021-09,arin,sign,,"8,13",1,1,1.0,1.0,single delegation
2021-09,arin,unsign,13,,8,2,0.5,0.5,concentrated (one block is most of it)
2021-09,arin,unsign,7,,1,1,1.0,1.0,single delegation
2021-09,arin,unsign,8,,5,2,0.8,0.68,concentrated (one block is most of it)
2021-09,lacnic,sign,,13,44,11,0.091,0.0909,diffuse (many blocks)
2021-09,lacnic,sign,,8,16,4,0.25,0.25,diffuse (many blocks)
2021-09,lacnic,unsign,13,,8,2,0.5,0.5,concentrated (one block is most of it)
2021-09,lacnic,unsign,8,,4,1,1.0,1.0,one block
2021-09,ripe,sign,,13,2,2,0.5,0.5,concentrated (one block is most of it)
2021-09,ripe,unsign,8,,1,1,1.0,1.0,single delegation
2021-10,apnic,sign,,13,7,4,0.571,0.3878,concentrated (one block is most of it)
2021-10,apnic,sign,,14,4,1,1.0,1.0,one block
2021-10,arin,sign,,13,32,13,0.125,0.0996,diffuse (many blocks)
2021-10,arin,sign,,14,4,1,1.0,1.0,one block
2021-10,arin,sign,,5,1,1,1.0,1.0,single delegation
2021-10,arin,sign,,7,1,1,1.0,1.0,single delegation
2021-10,arin,sign,,8,21,9,0.19,0.1565,diffuse (many blocks)
2021-10,arin,unsign,10,,13,6,0.615,0.4083,concentrated (one block is most of it)
2021-10,arin,unsign,13,,2,2,0.5,0.5,concentrated (one block is most of it)
2021-10,arin,unsign,8,,3,2,0.667,0.5556,concentrated (one block is most of it)
2021-10,lacnic,sign,,13,23,6,0.174,0.1682,diffuse (many blocks)
2021-10,lacnic,sign,,14,4,1,1.0,1.0,one block
2021-10,lacnic,sign,,8,17,5,0.235,0.2249,diffuse (many blocks)
2021-10,lacnic,unsign,8,,2,1,1.0,1.0,one block
2021-10,ripe,sign,,13,2,1,1.0,1.0,one block
2021-11,afrinic,sign,,13,1,1,1.0,1.0,single delegation
2021-11,afrinic,unsign,8,,1,1,1.0,1.0,single delegation
2021-11,apnic,sign,,13,1,1,1.0,1.0,single delegation
2021-11,arin,rollover,10,13,1,1,1.0,1.0,single delegation
2021-11,arin,rollover,10,14,1,1,1.0,1.0,single delegation
2021-11,arin,rollover,7,8,3,2,0.667,0.5556,concentrated (one block is most of it)
2021-11,arin,rollover,8,13,1,1,1.0,1.0,single delegation
2021-11,arin,sign,,10,9,2,0.889,0.8025,concentrated (one block is most of it)
2021-11,arin,sign,,13,41,16,0.098,0.0827,diffuse (many blocks)
2021-11,arin,sign,,8,6,3,0.667,0.5,concentrated (one block is most of it)
2021-11,arin,unsign,13,,1,1,1.0,1.0,single delegation
2021-11,arin,unsign,8,,2,1,1.0,1.0,one block
2021-11,lacnic,sign,,13,24,6,0.167,0.1667,diffuse (many blocks)
2021-11,lacnic,unsign,14,,2,1,1.0,1.0,one block
2021-11,lacnic,unsign,8,,2,1,1.0,1.0,one block
2021-11,ripe,sign,,13,9,3,0.444,0.4074,diffuse (many blocks)
2021-11,ripe,sign,,8,5,2,0.8,0.68,concentrated (one block is most of it)
2021-11,ripe,unsign,13,,1,1,1.0,1.0,single delegation
2021-12,afrinic,sign,,8,6,2,0.667,0.5556,concentrated (one block is most of it)
2021-12,apnic,sign,,10,1,1,1.0,1.0,single delegation
2021-12,apnic,sign,,13,4,1,1.0,1.0,one block
2021-12,apnic,sign,,5,3,3,0.333,0.3333,diffuse (many blocks)
2021-12,arin,rollover,7,10,87,6,0.368,0.308,diffuse (many blocks)
2021-12,arin,sign,,13,39,14,0.103,0.0888,diffuse (many blocks)
2021-12,arin,sign,,5,4,1,1.0,1.0,one block
2021-12,arin,sign,,8,15,6,0.267,0.2267,diffuse (many blocks)
2021-12,arin,unsign,13,,5,3,0.6,0.44,concentrated (one block is most of it)
2021-12,arin,unsign,14,,4,1,1.0,1.0,one block
2021-12,arin,unsign,8,,3,2,0.667,0.5556,concentrated (one block is most of it)
2021-12,lacnic,sign,,13,14,4,0.286,0.2551,diffuse (many blocks)
2021-12,lacnic,sign,,5,4,1,1.0,1.0,one block
2021-12,lacnic,sign,,8,12,3,0.333,0.3333,diffuse (many blocks)
2021-12,lacnic,unsign,13,,3,1,1.0,1.0,one block
2021-12,lacnic,unsign,14,,2,1,1.0,1.0,one block
2021-12,lacnic,unsign,8,,3,2,0.667,0.5556,concentrated (one block is most of it)
2021-12,ripe,sign,,13,17,5,0.235,0.2249,diffuse (many blocks)
2022-01,afrinic,rollover,8,"8,13",1,1,1.0,1.0,single delegation
2022-01,afrinic,sign,,"8,13",18,2,0.778,0.6543,concentrated (one block is most of it)
2022-01,apnic,sign,,13,14,6,0.286,0.2143,diffuse (many blocks)
2022-01,arin,rollover,8,"8,13",1,1,1.0,1.0,single delegation
2022-01,arin,sign,,13,24,9,0.167,0.1458,diffuse (many blocks)
2022-01,arin,sign,,5,5,1,1.0,1.0,one block
2022-01,arin,sign,,7,16,4,0.25,0.25,diffuse (many blocks)
2022-01,arin,sign,,8,5,3,0.6,0.44,concentrated (one block is most of it)
2022-01,arin,sign,,"8,13",14,1,1.0,1.0,one block
2022-01,arin,unsign,13,,3,3,0.333,0.3333,diffuse (many blocks)
2022-01,arin,unsign,8,,5,4,0.4,0.28,diffuse (many blocks)
2022-01,lacnic,sign,,5,5,1,1.0,1.0,one block
2022-01,lacnic,sign,,7,16,4,0.25,0.25,diffuse (many blocks)
2022-01,lacnic,sign,,8,3,1,1.0,1.0,one block
2022-01,lacnic,unsign,8,,2,1,1.0,1.0,one block
2022-01,ripe,sign,,13,17,5,0.235,0.2249,diffuse (many blocks)
2022-02,afrinic,unsign,"8,13",,1,1,1.0,1.0,single delegation
2022-02,apnic,sign,,13,17,5,0.235,0.2249,diffuse (many blocks)
2022-02,apnic,sign,,14,6,3,0.667,0.5,concentrated (one block is most of it)
2022-02,arin,rollover,7,13,12,3,0.333,0.3333,diffuse (many blocks)
2022-02,arin,sign,,13,53,14,0.302,0.1371,diffuse (many blocks)
2022-02,arin,sign,,14,5,5,0.2,0.2,diffuse (many blocks)
2022-02,arin,sign,,8,43,9,0.186,0.1217,diffuse (many blocks)
2022-02,arin,unsign,13,,3,1,1.0,1.0,one block
2022-02,arin,unsign,5,,6,3,0.667,0.5,concentrated (one block is most of it)
2022-02,arin,unsign,7,,1,1,1.0,1.0,single delegation
2022-02,arin,unsign,8,,5,3,0.6,0.44,concentrated (one block is most of it)
2022-02,arin,unsign,"8,13",,1,1,1.0,1.0,single delegation
2022-02,lacnic,rollover,7,13,12,3,0.333,0.3333,diffuse (many blocks)
2022-02,lacnic,sign,,13,20,5,0.2,0.2,diffuse (many blocks)
2022-02,lacnic,sign,,8,24,6,0.167,0.1667,diffuse (many blocks)
2022-02,lacnic,unsign,13,,3,1,1.0,1.0,one block
2022-02,lacnic,unsign,5,,4,1,1.0,1.0,one block
2022-02,lacnic,unsign,8,,2,1,1.0,1.0,one block
2022-02,ripe,sign,,14,1,1,1.0,1.0,single delegation
2022-03,afrinic,rollover,7,13,3,1,1.0,1.0,one block
2022-03,afrinic,sign,,13,5,2,0.8,0.68,concentrated (one block is most of it)
2022-03,afrinic,sign,,8,1,1,1.0,1.0,single delegation
2022-03,apnic,rollover,8,13,7,2,0.857,0.7551,concentrated (one block is most of it)
2022-03,apnic,sign,,13,1,1,1.0,1.0,single delegation
2022-03,apnic,unsign,13,,1,1,1.0,1.0,single delegation
2022-03,arin,rollover,7,13,3,1,1.0,1.0,one block
2022-03,arin,rollover,8,13,4,1,1.0,1.0,one block
2022-03,arin,sign,,13,46,17,0.087,0.0728,diffuse (many blocks)
2022-03,arin,sign,,14,1,1,1.0,1.0,single delegation
2022-03,arin,sign,,5,4,1,1.0,1.0,one block
2022-03,arin,sign,,7,1,1,1.0,1.0,single delegation
2022-03,arin,sign,,8,7,2,0.571,0.5102,concentrated (one block is most of it)
2022-03,arin,unsign,13,,4,3,0.5,0.375,concentrated (one block is most of it)
2022-03,arin,unsign,8,,3,2,0.667,0.5556,concentrated (one block is most of it)
2022-03,lacnic,rollover,8,13,4,1,1.0,1.0,one block
2022-03,lacnic,sign,,13,35,9,0.114,0.1118,diffuse (many blocks)
2022-03,lacnic,sign,,5,4,1,1.0,1.0,one block
2022-03,lacnic,sign,,8,6,2,0.667,0.5556,concentrated (one block is most of it)
2022-03,lacnic,unsign,7,,1,1,1.0,1.0,single delegation
2022-03,lacnic,unsign,8,,2,1,1.0,1.0,one block
2022-03,ripe,sign,,13,6,2,0.667,0.5556,concentrated (one block is most of it)
2022-04,afrinic,sign,,13,4,3,0.5,0.375,concentrated (one block is most of it)
2022-04,afrinic,unsign,"8,13",,4,1,1.0,1.0,one block
2022-04,apnic,unsign,13,,2,1,1.0,1.0,one block
2022-04,arin,rollover,7,"7,8",1,1,1.0,1.0,single delegation
2022-04,arin,rollover,7,8,5,2,0.6,0.52,concentrated (one block is most of it)
2022-04,arin,rollover,8,13,5,2,0.8,0.68,concentrated (one block is most of it)
2022-04,arin,sign,,13,42,15,0.19,0.0986,diffuse (many blocks)
2022-04,arin,sign,,7,1,1,1.0,1.0,single delegation
2022-04,arin,sign,,8,5,3,0.4,0.36,diffuse (many blocks)
2022-04,arin,unsign,13,,2,2,0.5,0.5,concentrated (one block is most of it)
2022-04,arin,unsign,14,,5,5,0.2,0.2,diffuse (many blocks)
2022-04,arin,unsign,5,,5,2,0.8,0.68,concentrated (one block is most of it)
2022-04,arin,unsign,8,,8,2,0.5,0.5,concentrated (one block is most of it)
2022-04,lacnic,rollover,8,13,4,1,1.0,1.0,one block
2022-04,lacnic,sign,,13,30,7,0.267,0.1644,diffuse (many blocks)
2022-04,lacnic,sign,,8,4,2,0.5,0.5,concentrated (one block is most of it)
2022-04,lacnic,unsign,5,,4,1,1.0,1.0,one block
2022-04,lacnic,unsign,7,,1,1,1.0,1.0,single delegation
2022-04,lacnic,unsign,8,,8,2,0.5,0.5,concentrated (one block is most of it)
2022-05,apnic,sign,,13,1,1,1.0,1.0,single delegation
2022-05,arin,rollover,10,"8,10",3,3,0.333,0.3333,diffuse (many blocks)
2022-05,arin,rollover,8,13,10,5,0.4,0.28,diffuse (many blocks)
2022-05,arin,rollover,8,"8,13",1,1,1.0,1.0,single delegation
2022-05,arin,sign,,13,70,33,0.057,0.0416,diffuse (many blocks)
2022-05,arin,sign,,5,1,1,1.0,1.0,single delegation
2022-05,arin,sign,,7,1,1,1.0,1.0,single delegation
2022-05,arin,sign,,8,87,9,0.368,0.2858,diffuse (many blocks)
2022-05,arin,unsign,13,,16,4,0.25,0.25,diffuse (many blocks)
2022-05,arin,unsign,7,,5,1,1.0,1.0,one block
2022-05,arin,unsign,8,,15,5,0.533,0.3689,concentrated (one block is most of it)
2022-05,lacnic,sign,,13,40,13,0.1,0.09,diffuse (many blocks)
2022-05,lacnic,sign,,7,3,2,0.667,0.5556,concentrated (one block is most of it)
2022-05,lacnic,sign,,8,4,1,1.0,1.0,one block
2022-05,lacnic,unsign,13,,4,1,1.0,1.0,one block
2022-05,lacnic,unsign,8,,4,1,1.0,1.0,one block
2022-05,ripe,rollover,8,13,5,2,0.8,0.68,concentrated (one block is most of it)
2022-05,ripe,unsign,13,,4,1,1.0,1.0,one block
2022-06,afrinic,sign,,13,7,2,0.571,0.5102,concentrated (one block is most of it)
2022-06,afrinic,unsign,13,,4,3,0.5,0.375,concentrated (one block is most of it)
2022-06,apnic,sign,,13,2,1,1.0,1.0,one block
2022-06,apnic,sign,,7,1,1,1.0,1.0,single delegation
2022-06,arin,rollover,10,"8,10",1,1,1.0,1.0,single delegation
2022-06,arin,sign,,13,77,24,0.104,0.0626,diffuse (many blocks)
2022-06,arin,sign,,7,34,6,0.471,0.3062,diffuse (many blocks)
2022-06,arin,sign,,8,8,2,0.5,0.5,concentrated (one block is most of it)
2022-06,arin,unsign,7,,2,2,0.5,0.5,concentrated (one block is most of it)
2022-06,arin,unsign,8,,4,1,1.0,1.0,one block
2022-06,lacnic,sign,,13,34,8,0.235,0.1644,diffuse (many blocks)
2022-06,lacnic,sign,,8,8,2,0.5,0.5,concentrated (one block is most of it)
2022-06,lacnic,unsign,13,,4,1,1.0,1.0,one block
2022-06,lacnic,unsign,7,,1,1,1.0,1.0,single delegation
2022-06,lacnic,unsign,8,,4,1,1.0,1.0,one block
2022-06,ripe,sign,,13,5,1,1.0,1.0,one block
2022-07,afrinic,unsign,13,,7,2,0.571,0.5102,concentrated (one block is most of it)
2022-07,apnic,sign,,13,4,2,0.5,0.5,concentrated (one block is most of it)
2022-07,arin,sign,,13,35,10,0.229,0.1331,diffuse (many blocks)
2022-07,arin,sign,,7,1,1,1.0,1.0,single delegation
2022-07,arin,sign,,8,8,3,0.5,0.4062,concentrated (one block is most of it)
2022-07,arin,unsign,13,,2,2,0.5,0.5,concentrated (one block is most of it)
2022-07,arin,unsign,8,,3,2,0.667,0.5556,concentrated (one block is most of it)
2022-07,lacnic,sign,,13,31,7,0.258,0.1592,diffuse (many blocks)
2022-07,lacnic,sign,,7,1,1,1.0,1.0,single delegation
2022-07,lacnic,sign,,8,5,2,0.8,0.68,concentrated (one block is most of it)
2022-07,lacnic,unsign,13,,9,3,0.444,0.4074,diffuse (many blocks)
2022-07,lacnic,unsign,8,,4,1,1.0,1.0,one block
