month,source,delegation,block,kind,from_alg,to_alg
2015-10,ripe,156.214.91.in-addr.arpa,214.91.in-addr.arpa,unsign,5,
2015-10,ripe,236.19.178.in-addr.arpa,19.178.in-addr.arpa,unsign,5,
2015-10,ripe,18.182.213.in-addr.arpa,182.213.in-addr.arpa,unsign,5,
2015-10,ripe,178.233.109.in-addr.arpa,233.109.in-addr.arpa,unsign,8,
2015-10,ripe,0.4.5.9.3.0.a.2.ip6.arpa,4.5.9.3.0.a.2.ip6.arpa,unsign,8,
2015-10,ripe,248.130.188.in-addr.arpa,130.188.in-addr.arpa,unsign,10,
2015-10,ripe,32.34.185.in-addr.arpa,34.185.in-addr.arpa,unsign,8,
2015-10,ripe,237.19.178.in-addr.arpa,19.178.in-addr.arpa,unsign,5,
2015-10,ripe,23.95.193.in-addr.arpa,95.193.in-addr.arpa,unsign,8,
2015-10,ripe,189.68.193.in-addr.arpa,68.193.in-addr.arpa,unsign,5,
2015-10,ripe,33.98.79.in-addr.arpa,98.79.in-addr.arpa,unsign,8,
2015-10,ripe,44.198.109.in-addr.arpa,198.109.in-addr.arpa,unsign,5,
2015-10,ripe,207.227.46.in-addr.arpa,227.46.in-addr.arpa,unsign,5,
2015-10,ripe,127.95.193.in-addr.arpa,95.193.in-addr.arpa,unsign,8,
2015-10,ripe,244.237.91.in-addr.arpa,237.91.in-addr.arpa,unsign,5,
2015-10,ripe,253.68.193.in-addr.arpa,68.193.in-addr.arpa,unsign,5,
2015-10,ripe,230.54.212.in-addr.arpa,54.212.in-addr.arpa,unsign,5,
2015-10,ripe,34.80.95.in-addr.arpa,80.95.in-addr.arpa,unsign,5,
2015-10,ripe,39.68.217.in-addr.arpa,68.217.in-addr.arpa,unsign,5,
2015-10,ripe,124.134.79.in-addr.arpa,134.79.in-addr.arpa,unsign,8,
2015-10,ripe,134.68.193.in-addr.arpa,68.193.in-addr.arpa,unsign,5,
2015-10,ripe,241.68.193.in-addr.arpa,68.193.in-addr.arpa,unsign,5,
2015-10,ripe,57.92.188.in-addr.arpa,92.188.in-addr.arpa,unsign,7,
2015-10,ripe,51.234.46.in-addr.arpa,234.46.in-addr.arpa,unsign,8,
2015-10,ripe,68.250.195.in-addr.arpa,250.195.in-addr.arpa,unsign,5,
2015-10,ripe,114.142.91.in-addr.arpa,142.91.in-addr.arpa,unsign,8,
2015-10,ripe,22.95.193.in-addr.arpa,95.193.in-addr.arpa,unsign,8,
2015-10,ripe,178.111.89.in-addr.arpa,111.89.in-addr.arpa,unsign,5,
2015-10,ripe,160.102.5.in-addr.arpa,102.5.in-addr.arpa,unsign,5,
2015-10,ripe,58.56.193.in-addr.arpa,56.193.in-addr.arpa,unsign,8,
2015-10,ripe,60.178.193.in-addr.arpa,178.193.in-addr.arpa,unsign,5,
2015-10,ripe,165.150.213.in-addr.arpa,150.213.in-addr.arpa,unsign,8,
2015-10,ripe,0.95.80.in-addr.arpa,95.80.in-addr.arpa,unsign,8,
2015-10,ripe,168.111.89.in-addr.arpa,111.89.in-addr.arpa,unsign,5,
2015-10,ripe,6.130.82.in-addr.arpa,130.82.in-addr.arpa,unsign,8,
2015-10,ripe,114.242.77.in-addr.arpa,242.77.in-addr.arpa,unsign,7,
2015-10,ripe,226.73.77.in-addr.arpa,73.77.in-addr.arpa,unsign,8,
2015-10,ripe,135.68.193.in-addr.arpa,68.193.in-addr.arpa,unsign,5,
2015-10,ripe,230.73.77.in-addr.arpa,73.77.in-addr.arpa,unsign,8,
2015-10,ripe,240.68.193.in-addr.arpa,68.193.in-addr.arpa,unsign,5,
2015-10,ripe,54.234.46.in-addr.arpa,234.46.in-addr.arpa,unsign,8,
2015-10,ripe,68.174.79.in-addr.arpa,174.79.in-addr.arpa,unsign,5,
2015-10,ripe,182.150.213.in-addr.arpa,150.213.in-addr.arpa,unsign,8,
2015-10,ripe,13.0.194.in-addr.arpa,0.194.in-addr.arpa,unsign,5,
2015-10,ripe,252.68.193.in-addr.arpa,68.193.in-addr.arpa,unsign,5,
2015-10,ripe,254.68.193.in-addr.arpa,68.193.in-addr.arpa,unsign,5,
2015-10,ripe,34.98.79.in-addr.arpa,98.79.in-addr.arpa,unsign,8,
2015-10,ripe,0.0.8.0.1.0.0.0.8.6.9.0.2.0.a.2.ip6.arpa,0.8.0.1.0.0.0.8.6.9.0.2.0.a.2.ip6.arpa,unsign,8,
2015-10,ripe,63.234.46.in-addr.arpa,234.46.in-addr.arpa,unsign,8,
2015-10,ripe,106.134.79.in-addr.arpa,134.79.in-addr.arpa,unsign,8,
2015-10,ripe,c.7.6.0.1.0.a.2.ip6.arpa,7.6.0.1.0.a.2.ip6.arpa,unsign,8,
2015-10,ripe,192.246.77.in-addr.arpa,246.77.in-addr.arpa,unsign,8,
2015-10,ripe,194.149.46.in-addr.arpa,149.46.in-addr.arpa,unsign,5,
2015-10,ripe,133.190.93.in-addr.arpa,190.93.in-addr.arpa,unsign,5,
2015-10,ripe,215.68.193.in-addr.arpa,68.193.in-addr.arpa,unsign,5,
2015-10,ripe,121.68.109.in-addr.arpa,68.109.in-addr.arpa,unsign,5,
2015-10,ripe,132.94.93.in-addr.arpa,94.93.in-addr.arpa,unsign,8,
2015-10,ripe,30.158.85.in-addr.arpa,158.85.in-addr.arpa,unsign,8,
2015-10,ripe,73.174.79.in-addr.arpa,174.79.in-addr.arpa,unsign,5,
2015-10,ripe,42.234.46.in-addr.arpa,234.46.in-addr.arpa,unsign,8,
2015-10,ripe,109.95.193.in-addr.arpa,95.193.in-addr.arpa,unsign,8,
2015-10,ripe,79.18.217.in-addr.arpa,18.217.in-addr.arpa,unsign,8,
2015-10,ripe,47.80.95.in-addr.arpa,80.95.in-addr.arpa,unsign,5,
2015-10,ripe,25.182.213.in-addr.arpa,182.213.in-addr.arpa,unsign,5,
2015-10,ripe,14.109.185.in-addr.arpa,109.185.in-addr.arpa,unsign,5,
2015-10,ripe,234.68.193.in-addr.arpa,68.193.in-addr.arpa,unsign,5,
2015-10,ripe,159.205.62.in-addr.arpa,205.62.in-addr.arpa,unsign,5,
2015-10,ripe,254.248.80.in-addr.arpa,248.80.in-addr.arpa,unsign,8,
2015-10,ripe,16.0.193.in-addr.arpa,0.193.in-addr.arpa,unsign,5,
2015-10,ripe,194.127.188.in-addr.arpa,127.188.in-addr.arpa,unsign,8,
2015-10,ripe,20.130.82.in-addr.arpa,130.82.in-addr.arpa,unsign,8,
2015-10,ripe,37.80.95.in-addr.arpa,80.95.in-addr.arpa,unsign,5,
2015-10,ripe,0.2.6.0.1.0.0.2.ip6.arpa,2.6.0.1.0.0.2.ip6.arpa,unsign,8,
2015-10,ripe,31.182.213.in-addr.arpa,182.213.in-addr.arpa,unsign,5,
2015-10,ripe,0.0.0.0.5.0.0.0.8.7.a.0.1.0.0.2.ip6.arpa,0.0.0.5.0.0.0.8.7.a.0.1.0.0.2.ip6.arpa,unsign,8,
2015-10,ripe,127.68.193.in-addr.arpa,68.193.in-addr.arpa,unsign,5,
2015-10,ripe,116.235.37.in-addr.arpa,235.37.in-addr.arpa,unsign,7,
2015-10,ripe,28.130.82.in-addr.arpa,130.82.in-addr.arpa,unsign,8,
2015-10,ripe,62.234.46.in-addr.arpa,234.46.in-addr.arpa,unsign,8,
2015-10,ripe,222.68.193.in-addr.arpa,68.193.in-addr.arpa,unsign,5,
2015-10,ripe,149.68.193.in-addr.arpa,68.193.in-addr.arpa,unsign,5,
2015-10,ripe,33.137.83.in-addr.arpa,137.83.in-addr.arpa,unsign,7,
2015-10,ripe,16.198.82.in-addr.arpa,198.82.in-addr.arpa,unsign,8,
2015-10,ripe,114.134.79.in-addr.arpa,134.79.in-addr.arpa,unsign,8,
2015-10,ripe,12.0.193.in-addr.arpa,0.193.in-addr.arpa,unsign,5,
2015-10,ripe,11.95.193.in-addr.arpa,95.193.in-addr.arpa,unsign,8,
2015-10,ripe,157.214.91.in-addr.arpa,214.91.in-addr.arpa,unsign,5,
2015-10,ripe,30.68.193.in-addr.arpa,68.193.in-addr.arpa,unsign,5,
2015-10,ripe,2.e.f.4.4.0.a.2.ip6.arpa,e.f.4.4.0.a.2.ip6.arpa,unsign,5,
2015-10,ripe,187.30.194.in-addr.arpa,30.194.in-addr.arpa,unsign,5,
2015-10,ripe,227.173.46.in-addr.arpa,173.46.in-addr.arpa,unsign,8,
2015-10,ripe,10.10.185.in-addr.arpa,10.185.in-addr.arpa,unsign,5,
2015-10,ripe,4.7.0.0.8.7.6.0.1.0.0.2.ip6.arpa,7.0.0.8.7.6.0.1.0.0.2.ip6.arpa,unsign,8,
2015-10,ripe,5.236.87.in-addr.arpa,236.87.in-addr.arpa,unsign,7,
2015-10,ripe,44.234.46.in-addr.arpa,234.46.in-addr.arpa,unsign,8,
2015-10,ripe,34.130.82.in-addr.arpa,130.82.in-addr.arpa,unsign,8,
2015-10,ripe,63.39.92.in-addr.arpa,39.92.in-addr.arpa,unsign,5,
2015-10,ripe,200.68.193.in-addr.arpa,68.193.in-addr.arpa,unsign,5,
2015-10,ripe,0.2.0.0.a.0.0.0.0.8.1.0.2.0.a.2.ip6.arpa,2.0.0.a.0.0.0.0.8.1.0.2.0.a.2.ip6.arpa,unsign,5,
2015-10,ripe,65.109.185.in-addr.arpa,109.185.in-addr.arpa,unsign,5,
2015-10,ripe,91.250.195.in-addr.arpa,250.195.in-addr.arpa,unsign,5,
2015-10,ripe,98.134.79.in-addr.arpa,134.79.in-addr.arpa,unsign,8,
2015-10,ripe,63.95.193.in-addr.arpa,95.193.in-addr.arpa,unsign,8,
2015-10,ripe,109.145.5.in-addr.arpa,145.5.in-addr.arpa,unsign,8,
2015-10,ripe,212.68.193.in-addr.arpa,68.193.in-addr.arpa,unsign,5,
2015-10,ripe,67.187.194.in-addr.arpa,187.194.in-addr.arpa,unsign,8,
2015-10,ripe,13.130.82.in-addr.arpa,130.82.in-addr.arpa,unsign,8,
2015-10,ripe,c.f.b.2.c.7.6.0.1.0.0.2.ip6.arpa,f.b.2.c.7.6.0.1.0.0.2.ip6.arpa,unsign,8,
2015-10,ripe,37.130.82.in-addr.arpa,130.82.in-addr.arpa,unsign,8,
2015-10,ripe,155.68.193.in-addr.arpa,68.193.in-addr.arpa,unsign,5,
2015-10,ripe,0.236.87.in-addr.arpa,236.87.in-addr.arpa,unsign,7,
2015-10,ripe,124.142.91.in-addr.arpa,142.91.in-addr.arpa,unsign,8,
2015-10,ripe,24.95.193.in-addr.arpa,95.193.in-addr.arpa,unsign,8,
2015-10,ripe,139.68.193.in-addr.arpa,68.193.in-addr.arpa,unsign,5,
2015-10,ripe,172.68.193.in-addr.arpa,68.193.in-addr.arpa,unsign,5,
2015-10,ripe,123.94.81.in-addr.arpa,94.81.in-addr.arpa,unsign,8,
2015-10,ripe,192.127.188.in-addr.arpa,127.188.in-addr.arpa,unsign,8,
2015-10,ripe,180.68.193.in-addr.arpa,68.193.in-addr.arpa,unsign,5,
2015-10,ripe,4.7.c.2.c.7.6.0.1.0.0.2.ip6.arpa,7.c.2.c.7.6.0.1.0.0.2.ip6.arpa,unsign,10,
2015-10,ripe,100.68.193.in-addr.arpa,68.193.in-addr.arpa,unsign,5,
2015-10,ripe,199.68.193.in-addr.arpa,68.193.in-addr.arpa,unsign,5,
2015-10,ripe,54.57.212.in-addr.arpa,57.212.in-addr.arpa,unsign,8,
2015-10,ripe,105.68.193.in-addr.arpa,68.193.in-addr.arpa,unsign,5,
2015-10,ripe,36.119.217.in-addr.arpa,119.217.in-addr.arpa,unsign,8,
2015-10,ripe,3.0.c.d.6.1.0.a.2.ip6.arpa,0.c.d.6.1.0.a.2.ip6.arpa,unsign,5,
2015-10,ripe,120.94.81.in-addr.arpa,94.81.in-addr.arpa,unsign,8,
2015-10,ripe,188.50.185.in-addr.arpa,50.185.in-addr.arpa,unsign,8,
2015-10,ripe,2.2.b.4.1.0.0.2.ip6.arpa,2.b.4.1.0.0.2.ip6.arpa,unsign,8,
2015-10,ripe,205.68.193.in-addr.arpa,68.193.in-addr.arpa,unsign,5,
2015-10,ripe,192.17.217.in-addr.arpa,17.217.in-addr.arpa,unsign,5,
2015-10,ripe,38.198.109.in-addr.arpa,198.109.in-addr.arpa,unsign,5,
2015-10,ripe,176.229.94.in-addr.arpa,229.94.in-addr.arpa,unsign,7,
2015-10,ripe,15.80.95.in-addr.arpa,80.95.in-addr.arpa,unsign,5,
2015-10,ripe,120.207.91.in-addr.arpa,207.91.in-addr.arpa,unsign,7,
2015-10,ripe,176.193.193.in-addr.arpa,193.193.in-addr.arpa,unsign,5,
2015-10,ripe,73.95.193.in-addr.arpa,95.193.in-addr.arpa,unsign,8,
2015-10,ripe,76.95.193.in-addr.arpa,95.193.in-addr.arpa,unsign,8,
2015-10,ripe,93.95.193.in-addr.arpa,95.193.in-addr.arpa,unsign,8,
2015-10,ripe,2.0.4.1.1.0.0.2.ip6.arpa,0.4.1.1.0.0.2.ip6.arpa,unsign,10,
2015-10,ripe,154.60.37.in-addr.arpa,60.37.in-addr.arpa,unsign,8,
2015-10,ripe,60.39.92.in-addr.arpa,39.92.in-addr.arpa,unsign,5,
2015-10,ripe,183.150.213.in-addr.arpa,150.213.in-addr.arpa,unsign,8,
2015-10,ripe,17.17.193.in-addr.arpa,17.193.in-addr.arpa,unsign,8,
2015-10,ripe,211.214.195.in-addr.arpa,214.195.in-addr.arpa,unsign,5,
2015-10,ripe,32.130.82.in-addr.arpa,130.82.in-addr.arpa,unsign,8,
2015-10,ripe,84.227.188.in-addr.arpa,227.188.in-addr.arpa,unsign,5,
2015-10,ripe,37.98.79.in-addr.arpa,98.79.in-addr.arpa,unsign,8,
2015-10,ripe,159.142.79.in-addr.arpa,142.79.in-addr.arpa,unsign,5,
2015-10,ripe,14.68.193.in-addr.arpa,68.193.in-addr.arpa,unsign,5,
2015-10,ripe,3.0.0.0.0.c.9.1.5.0.a.2.ip6.arpa,0.0.0.0.c.9.1.5.0.a.2.ip6.arpa,unsign,5,
2015-10,ripe,55.95.193.in-addr.arpa,95.193.in-addr.arpa,unsign,8,
2015-10,ripe,234.12.185.in-addr.arpa,12.185.in-addr.arpa,unsign,10,
2015-10,ripe,188.111.89.in-addr.arpa,111.89.in-addr.arpa,unsign,5,
2015-10,ripe,43.68.217.in-addr.arpa,68.217.in-addr.arpa,unsign,5,
2015-10,ripe,113.191.195.in-addr.arpa,191.195.in-addr.arpa,unsign,8,
2015-10,ripe,155.60.37.in-addr.arpa,60.37.in-addr.arpa,unsign,8,
2015-10,ripe,57.80.95.in-addr.arpa,80.95.in-addr.arpa,unsign,5,
2015-10,ripe,8.0.c.d.6.1.0.a.2.ip6.arpa,0.c.d.6.1.0.a.2.ip6.arpa,unsign,5,
2015-10,ripe,240.198.217.in-addr.arpa,198.217.in-addr.arpa,unsign,7,
2015-10,ripe,235.12.185.in-addr.arpa,12.185.in-addr.arpa,unsign,10,
2015-10,ripe,242.248.80.in-addr.arpa,248.80.in-addr.arpa,unsign,8,
2015-10,ripe,206.29.193.in-addr.arpa,29.193.in-addr.arpa,unsign,5,
2015-10,ripe,104.95.193.in-addr.arpa,95.193.in-addr.arpa,unsign,8,
2015-10,ripe,213.127.188.in-addr.arpa,127.188.in-addr.arpa,unsign,8,
2015-10,ripe,42.0.194.in-addr.arpa,0.194.in-addr.arpa,unsign,8,
2015-10,ripe,19.182.213.in-addr.arpa,182.213.in-addr.arpa,unsign,5,
2015-10,ripe,214.130.95.in-addr.arpa,130.95.in-addr.arpa,unsign,8,
2015-10,ripe,193.255.178.in-addr.arpa,255.178.in-addr.arpa,unsign,8,
2015-10,ripe,80.94.188.in-addr.arpa,94.188.in-addr.arpa,unsign,5,
2015-10,ripe,0.8.46.in-addr.arpa,8.46.in-addr.arpa,unsign,8,
2015-10,ripe,245.68.193.in-addr.arpa,68.193.in-addr.arpa,unsign,5,
2015-10,ripe,36.95.193.in-addr.arpa,95.193.in-addr.arpa,unsign,8,
2015-10,ripe,51.130.82.in-addr.arpa,130.82.in-addr.arpa,unsign,8,
2015-10,ripe,5.67.185.in-addr.arpa,67.185.in-addr.arpa,unsign,8,
2015-10,ripe,58.141.in-addr.arpa,141.in-addr.arpa,unsign,10,
2015-10,ripe,187.111.89.in-addr.arpa,111.89.in-addr.arpa,unsign,5,
2015-10,ripe,197.12.185.in-addr.arpa,12.185.in-addr.arpa,unsign,5,
2015-10,ripe,8.9.185.in-addr.arpa,9.185.in-addr.arpa,unsign,8,
2015-10,ripe,18.210.91.in-addr.arpa,210.91.in-addr.arpa,unsign,5,
2015-10,ripe,172.150.213.in-addr.arpa,150.213.in-addr.arpa,unsign,8,
2015-10,ripe,41.80.95.in-addr.arpa,80.95.in-addr.arpa,unsign,5,
2015-10,ripe,44.80.95.in-addr.arpa,80.95.in-addr.arpa,unsign,5,
2015-10,ripe,0.7.2.0.c.7.6.0.1.0.0.2.ip6.arpa,7.2.0.c.7.6.0.1.0.0.2.ip6.arpa,unsign,8,
2015-10,ripe,60.198.109.in-addr.arpa,198.109.in-addr.arpa,unsign,5,
2015-10,ripe,63.198.109.in-addr.arpa,198.109.in-addr.arpa,unsign,5,
2015-10,ripe,34.68.217.in-addr.arpa,68.217.in-addr.arpa,unsign,5,
2015-10,ripe,23.0.193.in-addr.arpa,0.193.in-addr.arpa,unsign,5,
2015-10,ripe,15.68.193.in-addr.arpa,68.193.in-addr.arpa,unsign,5,
2015-10,ripe,108.108.185.in-addr.arpa,108.185.in-addr.arpa,unsign,5,
2015-10,ripe,79.74.212.in-addr.arpa,74.212.in-addr.arpa,unsign,5,
2015-10,ripe,3.4.0.1.4.0.a.2.ip6.arpa,4.0.1.4.0.a.2.ip6.arpa,unsign,8,
2015-10,ripe,0.0.a.2.0.6.4.e.0.0.a.2.ip6.arpa,0.a.2.0.6.4.e.0.0.a.2.ip6.arpa,unsign,"8,12",
2015-10,ripe,183.111.89.in-addr.arpa,111.89.in-addr.arpa,unsign,5,
2015-10,ripe,43.95.193.in-addr.arpa,95.193.in-addr.arpa,unsign,8,
2015-10,ripe,126.95.193.in-addr.arpa,95.193.in-addr.arpa,unsign,8,
2015-10,ripe,44.130.82.in-addr.arpa,130.82.in-addr.arpa,unsign,8,
2015-10,ripe,12.68.193.in-addr.arpa,68.193.in-addr.arpa,unsign,5,
2015-10,ripe,196.209.37.in-addr.arpa,209.37.in-addr.arpa,unsign,8,
2015-10,ripe,237.122.176.in-addr.arpa,122.176.in-addr.arpa,unsign,7,
2015-10,ripe,123.68.193.in-addr.arpa,68.193.in-addr.arpa,unsign,5,
2015-10,ripe,39.234.46.in-addr.arpa,234.46.in-addr.arpa,unsign,8,
2015-10,ripe,5.68.193.in-addr.arpa,68.193.in-addr.arpa,unsign,5,
2015-10,ripe,14.0.193.in-addr.arpa,0.193.in-addr.arpa,unsign,5,
2015-10,ripe,229.72.212.in-addr.arpa,72.212.in-addr.arpa,unsign,8,
2015-10,ripe,32.68.217.in-addr.arpa,68.217.in-addr.arpa,unsign,5,
2015-10,ripe,160.110.109.in-addr.arpa,110.109.in-addr.arpa,unsign,5,
2015-10,ripe,126.68.109.in-addr.arpa,68.109.in-addr.arpa,unsign,5,
2015-10,ripe,29.0.193.in-addr.arpa,0.193.in-addr.arpa,unsign,5,
2015-10,ripe,24.80.95.in-addr.arpa,80.95.in-addr.arpa,unsign,5,
2015-10,ripe,67.45.212.in-addr.arpa,45.212.in-addr.arpa,unsign,5,
2015-10,ripe,209.127.188.in-addr.arpa,127.188.in-addr.arpa,unsign,8,
2015-10,ripe,23.130.82.in-addr.arpa,130.82.in-addr.arpa,unsign,8,
2015-10,ripe,26.68.193.in-addr.arpa,68.193.in-addr.arpa,unsign,5,
2015-10,ripe,45.95.193.in-addr.arpa,95.193.in-addr.arpa,unsign,8,
2015-10,ripe,0.2.4.e164.arpa,2.4.e164.arpa,unsign,8,
2015-10,ripe,29.95.193.in-addr.arpa,95.193.in-addr.arpa,unsign,8,
2015-10,ripe,1.0.c.d.6.1.0.a.2.ip6.arpa,0.c.d.6.1.0.a.2.ip6.arpa,unsign,5,
2015-10,ripe,52.198.109.in-addr.arpa,198.109.in-addr.arpa,unsign,5,
2015-10,ripe,12.130.82.in-addr.arpa,130.82.in-addr.arpa,unsign,8,
2015-10,ripe,8.6.5.0.1.0.a.2.ip6.arpa,6.5.0.1.0.a.2.ip6.arpa,unsign,8,
2015-10,ripe,231.68.193.in-addr.arpa,68.193.in-addr.arpa,unsign,5,
2015-10,ripe,243.198.217.in-addr.arpa,198.217.in-addr.arpa,unsign,7,
2015-10,ripe,239.173.46.in-addr.arpa,173.46.in-addr.arpa,unsign,8,
2015-10,ripe,115.94.81.in-addr.arpa,94.81.in-addr.arpa,unsign,8,
2015-10,ripe,156.193.in-addr.arpa,193.in-addr.arpa,unsign,8,
2015-10,ripe,167.68.193.in-addr.arpa,68.193.in-addr.arpa,unsign,5,
2015-10,ripe,37.232.91.in-addr.arpa,232.91.in-addr.arpa,unsign,8,
2015-10,ripe,202.127.188.in-addr.arpa,127.188.in-addr.arpa,unsign,8,
2015-10,ripe,130.68.193.in-addr.arpa,68.193.in-addr.arpa,unsign,5,
2015-10,ripe,173.150.213.in-addr.arpa,150.213.in-addr.arpa,unsign,8,
2015-10,ripe,241.248.80.in-addr.arpa,248.80.in-addr.arpa,unsign,8,
2015-10,ripe,202.68.193.in-addr.arpa,68.193.in-addr.arpa,unsign,5,
2015-10,ripe,0.8.9.2.c.7.6.0.1.0.0.2.ip6.arpa,8.9.2.c.7.6.0.1.0.0.2.ip6.arpa,unsign,8,
2015-10,ripe,122.94.81.in-addr.arpa,94.81.in-addr.arpa,unsign,8,
2015-10,ripe,40.139.37.in-addr.arpa,139.37.in-addr.arpa,unsign,8,
2015-10,ripe,200.59.185.in-addr.arpa,59.185.in-addr.arpa,unsign,8,
2015-10,ripe,52.24.78.in-addr.arpa,24.78.in-addr.arpa,unsign,5,
2015-10,ripe,199.255.178.in-addr.arpa,255.178.in-addr.arpa,unsign,8,
2015-10,ripe,18.130.82.in-addr.arpa,130.82.in-addr.arpa,unsign,8,
2015-10,ripe,1.9.0.0.8.f.7.0.1.0.0.2.ip6.arpa,9.0.0.8.f.7.0.1.0.0.2.ip6.arpa,unsign,5,
2015-10,ripe,43.119.217.in-addr.arpa,119.217.in-addr.arpa,unsign,8,
2015-10,ripe,193.140.195.in-addr.arpa,140.195.in-addr.arpa,unsign,5,
2015-10,ripe,89.96.185.in-addr.arpa,96.185.in-addr.arpa,unsign,5,
2015-10,ripe,123.242.77.in-addr.arpa,242.77.in-addr.arpa,unsign,7,
2015-10,ripe,213.130.95.in-addr.arpa,130.95.in-addr.arpa,unsign,8,
2015-10,ripe,206.158.5.in-addr.arpa,158.5.in-addr.arpa,unsign,8,
2015-10,ripe,112.235.37.in-addr.arpa,235.37.in-addr.arpa,unsign,7,
2015-10,ripe,255.143.79.in-addr.arpa,143.79.in-addr.arpa,unsign,8,
2015-10,ripe,205.17.217.in-addr.arpa,17.217.in-addr.arpa,unsign,5,
2015-10,ripe,1.0.0.0.1.0.0.0.8.6.9.0.2.0.a.2.ip6.arpa,0.0.0.1.0.0.0.8.6.9.0.2.0.a.2.ip6.arpa,unsign,8,
2015-10,ripe,c.6.2.0.c.7.6.0.1.0.0.2.ip6.arpa,6.2.0.c.7.6.0.1.0.0.2.ip6.arpa,unsign,5,
2015-10,ripe,30.195.91.in-addr.arpa,195.91.in-addr.arpa,unsign,5,
2015-10,ripe,61.198.109.in-addr.arpa,198.109.in-addr.arpa,unsign,5,
2015-10,ripe,43.139.37.in-addr.arpa,139.37.in-addr.arpa,unsign,8,
2015-10,ripe,51.198.109.in-addr.arpa,198.109.in-addr.arpa,unsign,5,
2015-10,ripe,95.250.195.in-addr.arpa,250.195.in-addr.arpa,unsign,5,
2015-10,ripe,174.237.91.in-addr.arpa,237.91.in-addr.arpa,unsign,8,
2015-10,ripe,218.127.188.in-addr.arpa,127.188.in-addr.arpa,unsign,8,
2015-10,ripe,246.141.in-addr.arpa,141.in-addr.arpa,unsign,5,
2015-10,ripe,117.68.193.in-addr.arpa,68.193.in-addr.arpa,unsign,5,
2015-10,ripe,169.107.185.in-addr.arpa,107.185.in-addr.arpa,unsign,5,
2015-10,ripe,241.143.79.in-addr.arpa,143.79.in-addr.arpa,unsign,8,
2015-10,ripe,182.16.185.in-addr.arpa,16.185.in-addr.arpa,unsign,8,
2015-10,ripe,96.138.193.in-addr.arpa,138.193.in-addr.arpa,unsign,8,
2015-10,ripe,234.19.178.in-addr.arpa,19.178.in-addr.arpa,unsign,5,
2015-10,ripe,49.95.193.in-addr.arpa,95.193.in-addr.arpa,unsign,8,
2015-10,ripe,33.34.185.in-addr.arpa,34.185.in-addr.arpa,unsign,8,
2015-10,ripe,244.14.185.in-addr.arpa,14.185.in-addr.arpa,unsign,8,
2015-10,ripe,146.68.193.in-addr.arpa,68.193.in-addr.arpa,unsign,5,
2015-10,ripe,7.130.82.in-addr.arpa,130.82.in-addr.arpa,unsign,8,
2015-10,ripe,131.190.93.in-addr.arpa,190.93.in-addr.arpa,unsign,5,
2015-10,ripe,177.229.94.in-addr.arpa,229.94.in-addr.arpa,unsign,7,
2015-10,ripe,111.68.193.in-addr.arpa,68.193.in-addr.arpa,unsign,5,
2015-10,ripe,186.111.89.in-addr.arpa,111.89.in-addr.arpa,unsign,5,
2015-10,ripe,76.174.79.in-addr.arpa,174.79.in-addr.arpa,unsign,5,
2015-10,ripe,153.34.193.in-addr.arpa,34.193.in-addr.arpa,unsign,8,
2015-10,ripe,85.25.81.in-addr.arpa,25.81.in-addr.arpa,unsign,5,
2015-10,ripe,54.24.78.in-addr.arpa,24.78.in-addr.arpa,unsign,5,
2015-10,ripe,217.68.193.in-addr.arpa,68.193.in-addr.arpa,unsign,5,
2015-10,ripe,241.198.217.in-addr.arpa,198.217.in-addr.arpa,unsign,7,
2015-10,ripe,137.213.91.in-addr.arpa,213.91.in-addr.arpa,unsign,8,
2015-10,ripe,10.95.193.in-addr.arpa,95.193.in-addr.arpa,unsign,8,
2015-10,ripe,183.68.193.in-addr.arpa,68.193.in-addr.arpa,unsign,5,
2015-10,ripe,86.238.195.in-addr.arpa,238.195.in-addr.arpa,unsign,8,
2015-10,ripe,63.80.95.in-addr.arpa,80.95.in-addr.arpa,unsign,5,
2015-10,ripe,0.0.4.1.1.0.0.2.ip6.arpa,0.4.1.1.0.0.2.ip6.arpa,unsign,10,
2015-10,ripe,9.7.6.0.1.0.a.2.ip6.arpa,7.6.0.1.0.a.2.ip6.arpa,unsign,8,
2015-10,ripe,16.80.95.in-addr.arpa,80.95.in-addr.arpa,unsign,5,
2015-10,ripe,32.98.79.in-addr.arpa,98.79.in-addr.arpa,unsign,8,
2015-10,ripe,239.68.193.in-addr.arpa,68.193.in-addr.arpa,unsign,5,
2015-10,ripe,251.68.80.in-addr.arpa,68.80.in-addr.arpa,unsign,10,
2015-10,ripe,3.0.0.0.1.0.0.0.8.6.9.0.2.0.a.2.ip6.arpa,0.0.0.1.0.0.0.8.6.9.0.2.0.a.2.ip6.arpa,unsign,8,
2015-10,ripe,29.158.85.in-addr.arpa,158.85.in-addr.arpa,unsign,8,
2015-10,ripe,103.108.185.in-addr.arpa,108.185.in-addr.arpa,unsign,5,
2015-10,ripe,58.92.188.in-addr.arpa,92.188.in-addr.arpa,unsign,7,
2015-10,ripe,56.234.46.in-addr.arpa,234.46.in-addr.arpa,unsign,8,
2015-10,ripe,210.127.188.in-addr.arpa,127.188.in-addr.arpa,unsign,8,
2015-10,ripe,97.134.79.in-addr.arpa,134.79.in-addr.arpa,unsign,8,
2015-10,ripe,63.130.82.in-addr.arpa,130.82.in-addr.arpa,unsign,8,
